kod-av,rozmiar,producent,ean,seria,styl,typ lampy,materiał,kolor ,źródło światła,model żarówki,moc źródła światła ,oprawa żarówki,barwa światła,ilość źródeł światła,napięcie robocze / sieciowe,średnica abażuru,szerokość całkowita,wysokość całkowita,możliwość ściemniania,ściemniacz,stopień ochrony,klasa ochrony,klasa efektywności energetycznej,strumień świetlny,żarówka w komplecie,cct,regulowana wysokość zawieszenia,wysokość abażuru,wysokość opakowania,szerokość opakowania ,szerokość,wysokość,waga brutto,średnica całkowita,ceny promocyjne,odległość od ściany,wysokość (cm),wysokość zawieszenia,dlugosc opakowania ,kształt podsufitki,szerokość abażuru,długość opakowania,średnica ,alt - ikona produktu,alt - zdjęcia w galerii produktu,podsufitka,grubość abażuru,model,szerokość (cm),kierunek padania światła,kierunek wycięcia,rozmiar rozety,waga gabarytowa eu,średnica podsufitki,wysokość podsufitki,średnica podstawy,długość przewodu ,sposób podłączenia,wysokość minimalna,waga gabarytowa pl,kolor żarówki,żywotność ,waga,kąt wiązki światła,czas rozświetlenia produktu,warunki pracy żarówki,promieniowanie uv,drganie światła,średnica rozety ,kompatybilna z typem ściemniacza,kod_producenta,głębokość (cm),wysokość siedziska (cm),wysokość podłokietników (cm),wymiary,materiał klosza,materiał dodatkowy,szerokość [cm],wysokość [cm],głębokość [cm],typ źródła światła,moc maksymalna,strumień świetlny [lumen],barwa światła [kelvin],średnica klosza [cm],kolor klosza,długość przewodu [cm],materiał przewodu,regulacja wysokości,wysokość minimalna [cm],stopień ochrony ip,materiał podsufitki,szerokość podsufitki [cm],długość podsufitki [cm],produkt złożony,średnica podsufitki [cm],wysokość podsufitki [cm],kolor podsufitki,średnica [cm],kolor uzupełniający,wysokość klosza [cm],szerokość klosza [cm],dostępność kolorystyczna,cechy,zmiana temperatury barwowej,wysokość podstawy,długość produktu (cm),szerokość produktu (cm),wysokość produktu (cm),długość paczki (cm),szerokość paczki (cm),wysokość paczki (cm),odległość od ściany [cm],szerokość podstawy [cm],przeznaczenie/ zastosowanie,wymiary abażuru,materiał siedziska,wysokość siedzenia,głębokość całkowita,materiał nóg,podłokietniki,sztaplowane,przeznaczenie,maksymalne obciążenie,do samodzielnego montażu
LA074/PX_100_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5904139912133,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,80W,,delikatnie ciepła,2,230V / 230V,100 cm,,180 cm,,,IP 44,II,A,4800 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowe okręgi,ledowe oświetlenie,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/CO3_80_in_4k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139912591,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,68W,,barwa dzienna,3,230V / 230V,80 cm,,120 cm,tak,,IP 44,II,A,4700 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA084/CO4_100_in_4k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139912140,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,106W,,barwa dzienna,4,230V / 230V,100 cm,,200 cm,tak,,IP 44,II,A,7300 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA076/P_90_in_3k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139912522,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,130W,,delikatnie ciepła,6,230V / 230V,,90 cm,200 cm,tak,,IP 44,II,A,7800 lm,,3000K,tak,,,,,,,,,,,,,,,,,piękna lampa,6 okręgów ,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA076/P_90_in_4k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139912539,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,130W,,barwa dzienna,6,230V / 230V,,90 cm,200 cm,tak,,IP 44,II,A,7800 lm,,4000K,tak,,,,,,,,,,,,,,,,,piękna lampa,6 okręgów ,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/P_100_in_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139912560,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,130W,,delikatnie ciepła,3,230V Dimmable,60 cm,,120 cm,tak,,IP 44,II,A,7800 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowe okręgi,ceiling lamp,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA089/W_38,5_ 4k_white",uniwersalny,ALTAVOLA DESIGN,5904139912577,Linea,,kinkiet,aluminium,Biały,LED - zintegrowany,,9W,,barwa dzienna,1,230V / 230V,"1,8 cm",,,nie,,IP 44,II,A,540 lm,,4000K,,,,,,,,,30%,,,,,,"38,5 cm",,,ledowa lampa,led inspiration ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA089/W_55_ 4k_white,uniwersalny,ALTAVOLA DESIGN,5904139912584,Linea,,kinkiet,aluminium,Biały,LED - zintegrowany,,10W,,barwa dzienna,1,230V / 230V,"1,8 cm",,,nie,,IP 44,II,A,600 lm,,4000K,,,,,,,,,30%,,,,,,55 cm,,,ledowa lampa,led inspiration ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/CO3_80_in_3k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139912614,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,68W,,delikatnie ciepła,3,230V / 230V,80 cm,,120 cm,tak,,IP 44,II,A,4100 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX_80_4k_black ,uniwersalny,ALTAVOLA DESIGN,5904139912744,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,47W,,barwa dzienna,2,230V / 230V,80 cm,143 cm,200 cm,nie,,IP 44,II,A,3250 lm,,4000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,czarny ring,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX_80_4k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139912751,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,47W,,barwa dzienna,2,230V Dimmable,80 cm,143 cm,200 cm,tak,,IP 44,II,A,3250 lm,,4000K,tak,,,,,,,,,,,,19 cm,,,,,ledowe okręgi,czarny ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX_80_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139912768,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,47W,,delikatnie ciepła,2,230V Dimmable,80 cm,143 cm,200 cm,tak,,IP 44,II,A,2800 lm,,3000K,tak,,,,,,,,,,,,19 cm,,,,,ledowe okręgi,czarny ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX_60_3k_black ,uniwersalny,ALTAVOLA DESIGN,5904139912775,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,40W,,delikatnie ciepła,2,230V / 230V,60 cm,143 cm,180 cm,nie,,IP 44,II,A,2400 lm,,3000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,czarny ring,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX_60_4k_black ,uniwersalny,ALTAVOLA DESIGN,5904139912782,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,40W,,barwa dzienna,2,230V / 230V,60 cm,143 cm,180 cm,nie,,IP 44,II,A,2760 lm,,4000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,czarny ring,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX_60_4k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139912799,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,40W,,barwa dzienna,2,230V Dimmable,60 cm,143 cm,180 cm,tak,,IP 44,II,A,2760 lm,,4000K,tak,,,,,,,,,,,,19 cm,,,,,ledowe okręgi,czarny ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX_60_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139912805,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,40W,,delikatnie ciepła,2,230V Dimmable,60 cm,143 cm,180 cm,tak,,IP 44,II,A,2400 lm,,3000K,tak,,,,,,,,,,,,19 cm,,,,,ledowe okręgi,czarny ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/CO3_80_in_4k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139912836,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,68W,,barwa dzienna,3,230V / 230V,80 cm,,120 cm,tak,,IP 44,II,A,4700 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/CO3_80_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5904139912904,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,68W,,barwa dzienna,3,230V / 230V,80 cm,,120 cm,nie,,IP 44,II,A,4700 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/CO3_80_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5904139912911,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,68W,,delikatnie ciepła,3,230V / 230V,80 cm,,120 cm,nie,,IP 44,II,A,4100 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/CO3_80_in_3k_white,uniwersalny,ALTAVOLA DESIGN,5904139912928,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,68W,,delikatnie ciepła,3,230V / 230V,80 cm,,120 cm,nie,,IP 44,II,A,4100 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/CO3_80_in_4k_white,uniwersalny,ALTAVOLA DESIGN,5904139912935,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,68W,,barwa dzienna,3,230V / 230V,80 cm,,120 cm,nie,,IP 44,II,A,4700 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/CO3_80_in_3k_gold,uniwersalny,ALTAVOLA DESIGN,5904139912942,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,68W,,delikatnie ciepła,3,230V / 230V,80 cm,,120 cm,nie,,IP 44,II,A,4100 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/CO3_80_in_4k_gold,uniwersalny,ALTAVOLA DESIGN,5904139912973,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,68W,,barwa dzienna,3,230V / 230V,80 cm,,120 cm,nie,,IP 44,II,A,4700 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA084/CO4_100_in_4k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913055,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,106W,,barwa dzienna,4,230V / 230V,100 cm,,200 cm,tak,,IP 44,II,A,7300 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA084/CO4_100_in_3k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913062,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,106W,,delikatnie ciepła,4,230V / 230V,100 cm,,200 cm,tak,,IP 44,II,A,6360 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA084/CO4_100_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5904139913130,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,106W,,barwa dzienna,4,230V / 230V,100 cm,,200 cm,nie,,IP 44,II,A,7300 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA084/CO4_100_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5904139913147,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,106W,,delikatnie ciepła,4,230V / 230V,100 cm,,200 cm,nie,,IP 44,II,A,6360 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA084/CO4_100_in_3k_white,uniwersalny,ALTAVOLA DESIGN,5904139913154,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,106W,,barwa dzienna,4,230V / 230V,100 cm,,200 cm,nie,,IP 44,II,A,6360 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA084/CO4_100_in_3k_white,uniwersalny,ALTAVOLA DESIGN,5904139913161,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,106W,,delikatnie ciepła,4,230V / 230V,100 cm,,200 cm,nie,,IP 44,II,A,6360 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA084/CO4_100_in_4k_gold,uniwersalny,ALTAVOLA DESIGN,5904139913178,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,106W,,barwa dzienna,4,230V / 230V,100 cm,,200 cm,nie,,IP 44,II,A,7300 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA084/CO4_100_in_3k_gold,uniwersalny,ALTAVOLA DESIGN,5904139913185,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,106W,,delikatnie ciepła,4,230V / 230V,100 cm,,200 cm,nie,,IP 44,II,A,6360 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_100_in_4k_white,uniwersalny,ALTAVOLA DESIGN,5904139913253,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,38W,,barwa dzienna,1,230V / 230V,100 cm,,220 cm,nie,,IP 44,II,A,2600 lm,,,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_100_in_3k_white,uniwersalny,ALTAVOLA DESIGN,5904139913260,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,38W,,delikatnie ciepła,1,230V / 230V,100 cm,,220 cm,nie,,IP 44,II,A,2280 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_100_in_4k_gold,uniwersalny,ALTAVOLA DESIGN,5904139913277,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,38W,,barwa dzienna,1,230V / 230V,100 cm,,220 cm,nie,,IP 44,II,A,2600 lm,,,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_100_in_4k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913345,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,38W,,barwa dzienna,1,230V / 230V,100 cm,,220 cm,tak,,IP 44,II,A,2600 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_100_in_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913352,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,38W,,delikatnie ciepła,1,230V / 230V,100 cm,,220 cm,tak,,IP 44,II,A,2280 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_100_in_4k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913369,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,38W,,barwa dzienna,1,230V / 230V,100 cm,,220 cm,tak,,IP 44,II,A,2600 lm,,,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_100_in_3k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913376,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,38W,,delikatnie ciepła,1,230V / 230V,100 cm,,220 cm,tak,,IP 44,II,A,2280 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_100_in_3k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913420,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,38W,,delikatnie ciepła,1,230V / 230V,100 cm,,220 cm,tak,,IP 44,II,A,2280 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_100_in_4k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913437,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,38W,,barwa dzienna,1,230V / 230V,100 cm,,220 cm,tak,,IP 44,II,A,2600 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA074/P_120_in_3k_gold,uniwersalny,ALTAVOLA DESIGN,5904139913482,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,83W,,delikatnie ciepła,2,230V / 230V,100 cm,,120 cm,,,IP 44,II,A,5000 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowe okręgi,ledowe oświetlenie,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA074/P_120_in_4k_gold,uniwersalny,ALTAVOLA DESIGN,5904139913499,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,83W,,barwa dzienna,2,230V / 230V,100 cm,,120 cm,,,IP 44,II,A,5750 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowe okręgi,ledowe oświetlenie,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA091/P_120_down_4k_gold,uniwersalny,ALTAVOLA DESIGN,5904139913543,Billions,,lampa wisząca,aluminium,satynowy,LED - zintegrowany,,72W,,barwa dzienna,1,230V / 230V,120 cm,,120 cm,nie,,IP 20,II,A,4320 lm,tak,4000K,tak,"5,5 cm",,,,,,,,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA091/P_100_down_4k_gold,uniwersalny,ALTAVOLA DESIGN,5904139913550,Billions,,lampa wisząca,aluminium,satynowe złoto,LED - zintegrowany,,60W,,barwa dzienna,1,230V / 230V,100 cm,,120 cm,nie,,IP 20,II,A,3600 lm,tak,4000K,tak,"5,5 cm",,,,,,,,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA091/P_80_down_4k_gold,uniwersalny,ALTAVOLA DESIGN,5904139913567,Billions,,lampa wisząca,aluminium,satynowe złoto,LED - zintegrowany,,48W,,barwa dzienna,1,230V / 230V,80 cm,,120 cm,nie,,IP 20,II,A,2880 lm,tak,4000K,tak,"5,5 cm",,,,,,,,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA089/P_100_3k_black,uniwersalny,ALTAVOLA DESIGN,5904139913598,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,12W,,delikatnie ciepła,1,,,,120 cm,nie,,IP 44,II,A,720 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,100 cm,,,ledowa lampa,led inspiration ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF-19,uniwersalny,ALTAVOLA DESIGN,5904139913635,Edison Bulb,Vintage,,Szkło,bursztynowy,żarówka,BF-19,60W,E-27,barwa ciepła,,230V / 230V,,,14 cm,tak,nie zawiera,IP 20,II,D,290 lm,,,,,,,,,1,6 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/X_80_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5904139913680,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,38W,,delikatnie ciepła,1,230V / 230V,,,200 cm,nie,,IP 44,II,A,2280 lm,,3000K,,"1,8 cm",8 cm,86 cm,80 cm,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/X_80_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5904139913697,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,38W,,barwa dzienna,1,230V / 230V,,,200 cm,nie,,IP 44,II,A,2600 lm,,4000K,,"1,8 cm",8 cm,86 cm,80 cm,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
