kod-av,rozmiar,producent,ean,seria,styl,typ lampy,materiał,kolor ,źródło światła,model żarówki,moc źródła światła ,oprawa żarówki,barwa światła,ilość źródeł światła,napięcie robocze / sieciowe,średnica abażuru,szerokość całkowita,wysokość całkowita,możliwość ściemniania,ściemniacz,stopień ochrony,klasa ochrony,klasa efektywności energetycznej,strumień świetlny,żarówka w komplecie,cct,regulowana wysokość zawieszenia,wysokość abażuru,wysokość opakowania,szerokość opakowania ,szerokość,wysokość,waga brutto,średnica całkowita,ceny promocyjne,odległość od ściany,wysokość (cm),wysokość zawieszenia,dlugosc opakowania ,kształt podsufitki,szerokość abażuru,długość opakowania,średnica ,alt - ikona produktu,alt - zdjęcia w galerii produktu,podsufitka,grubość abażuru,model,szerokość (cm),kierunek padania światła,kierunek wycięcia,rozmiar rozety,waga gabarytowa eu,średnica podsufitki,wysokość podsufitki,średnica podstawy,długość przewodu ,sposób podłączenia,wysokość minimalna,waga gabarytowa pl,kolor żarówki,żywotność ,waga,kąt wiązki światła,czas rozświetlenia produktu,warunki pracy żarówki,promieniowanie uv,drganie światła,średnica rozety ,kompatybilna z typem ściemniacza,kod_producenta,głębokość (cm),wysokość siedziska (cm),wysokość podłokietników (cm),wymiary,materiał klosza,materiał dodatkowy,szerokość [cm],wysokość [cm],głębokość [cm],typ źródła światła,moc maksymalna,strumień świetlny [lumen],barwa światła [kelvin],średnica klosza [cm],kolor klosza,długość przewodu [cm],materiał przewodu,regulacja wysokości,wysokość minimalna [cm],stopień ochrony ip,materiał podsufitki,szerokość podsufitki [cm],długość podsufitki [cm],produkt złożony,średnica podsufitki [cm],wysokość podsufitki [cm],kolor podsufitki,średnica [cm],kolor uzupełniający,wysokość klosza [cm],szerokość klosza [cm],dostępność kolorystyczna,cechy,zmiana temperatury barwowej,wysokość podstawy,długość produktu (cm),szerokość produktu (cm),wysokość produktu (cm),długość paczki (cm),szerokość paczki (cm),wysokość paczki (cm),odległość od ściany [cm],szerokość podstawy [cm],przeznaczenie/ zastosowanie,wymiary abażuru,materiał siedziska,wysokość siedzenia,głębokość całkowita,materiał nóg,podłokietniki,sztaplowane,przeznaczenie,maksymalne obciążenie,do samodzielnego montażu
LA079/X_80_in_4k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913703,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,38W,,barwa dzienna,1,230V / 230V,,,200 cm,tak,,IP 44,II,A,2600 lm,,4000K,,"1,8 cm",8 cm,86 cm,80 cm,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/X_80_in_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913710,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,38W,,delikatnie ciepła,1,230V / 230V,,,200 cm,tak,,IP 44,II,A,2280 lm,,3000K,,"1,8 cm",8 cm,86 cm,80 cm,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/X_60_in_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913727,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,29W,,delikatnie ciepła,1,230V / 230V,,,180 cm,tak,,IP 44,II,A,1740 lm,,3000K,,"1,8 cm",8 cm,66 cm,60 cm,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/X_60_in_4k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913734,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,29W,,barwa dzienna,1,230V / 230V,,,180 cm,tak,,IP 44,II,A,2000 lm,,4000K,,"1,8 cm",8 cm,66 cm,60 cm,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/X_60_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5904139913741,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,29W,,barwa dzienna,1,230V / 230V,,,180 cm,nie,,IP 44,II,A,2000 lm,,4000K,,"1,8 cm",8 cm,66 cm,60 cm,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/X_60_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5904139913758,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,29W,,delikatnie ciepła,1,230V / 230V,,,180 cm,nie,,IP 44,II,A,1740 lm,,3000K,,"1,8 cm",8 cm,66 cm,60 cm,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/X_40_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5904139913765,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,19W,,delikatnie ciepła,1,230V / 230V,,,180 cm,nie,,IP 44,II,A,1140 lm,,3000K,,"1,8 cm",8 cm,40 cm,40 cm,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA011/P_smoky,uniwersalny,ALTAVOLA DESIGN,5902249030235,LONDON LOFT,Industrial,lampa wisząca,Szkło,srebrny lustrzany,żarówka,BF-32,40W,E-27,barwa ciepła,1,230V / 230V,19 cm,,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/X_40_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5904139913772,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,19W,,barwa dzienna,1,230V / 230V,,,180 cm,nie,,IP 44,II,A,1300 lm,,4000K,,"1,8 cm",8 cm,40 cm,40 cm,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/X_40_in_4k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913789,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,19W,,barwa dzienna,1,230V / 230V,,,180 cm,tak,,IP 44,II,A,1300 lm,,4000K,,"1,8 cm",8 cm,40 cm,40 cm,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/X_40_in_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913796,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,19W,,delikatnie ciepła,1,230V / 230V,,,180 cm,tak,,IP 44,II,A,1140 lm,,3000K,,"1,8 cm",8 cm,40 cm,40 cm,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA011/P_clear,uniwersalny,ALTAVOLA DESIGN,5902249030228,LONDON LOFT,Industrial,lampa wisząca,Szkło,transparentny,żarówka,BF-32,40W,E-27,barwa ciepła,1,230V / 230V,19 cm,,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA011/P_clear_white,uniwersalny,ALTAVOLA DESIGN,5902249038682,LONDON LOFT,Industrial,lampa wisząca,Szkło,transparentny,,BF-32,,E-27,barwa ciepła,1,230V / 230V,19 cm,,150 cm,tak,nie zawiera,IP 20,II,,,nie,,tak,32 cm,,,,,,,,,,,40,,,,,loftowa lampa,ozdobna żarówka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA074/P_120_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5904139913956,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,83W,,barwa dzienna,2,230V / 230V,100 cm,,120 cm,nie,,IP 44,II,A,5750 lm,,4000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,ledowe oświetlenie,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA074/P_120_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5904139913963,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,83W,,delikatnie ciepła,2,230V / 230V,100 cm,,120 cm,nie,,IP 44,II,A,5000 lm,,3000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,ledowe oświetlenie,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA074/P_120_in_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913987,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,83W,,delikatnie ciepła,2,230V / 230V,100 cm,,120 cm,tak,,IP 44,II,A,5000 lm,,3000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,ledowe oświetlenie,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA074/P_120_in_4k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139914045,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,83W,,barwa dzienna,2,230V / 230V,100 cm,,120 cm,tak,,IP 44,II,A,5750 lm,,4000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,ledowe oświetlenie,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA074/P_120_in_4k_white,uniwersalny,ALTAVOLA DESIGN,5904139914007,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,83W,,barwa dzienna,2,230V / 230V,100 cm,,120 cm,nie,,IP 44,II,A,5750 lm,,4000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,ledowe oświetlenie,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA074/P_120_in_3k_white,uniwersalny,ALTAVOLA DESIGN,5904139914052,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,83W,,delikatnie ciepła,2,230V / 230V,100 cm,,120 cm,nie,,IP 44,II,A,5000 lm,,3000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,ledowe oświetlenie,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA074/P_120_in_3k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139914021,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,83W,,delikatnie ciepła,2,230V / 230V,100 cm,,120 cm,tak,,IP 44,II,A,5000 lm,,3000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,ledowe oświetlenie,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA074/P_120_in_4k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139914038,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,83W,,barwa dzienna,2,230V / 230V,100 cm,,120 cm,tak,,IP 44,II,A,5750 lm,,4000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,ledowe oświetlenie,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA074/P_120_in_4k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139914069,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,83W,,barwa dzienna,2,230V / 230V,100 cm,,120 cm,tak,,IP 44,II,A,5750 lm,,4000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,ledowe oświetlenie,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA074/P_120_in_3k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139914076,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,83W,,delikatnie ciepła,2,230V / 230V,100 cm,,120 cm,,,IP 44,II,A,5000 lm,,3000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,ledowe oświetlenie,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA089/P_100_4k_black,uniwersalny,ALTAVOLA DESIGN,5904139914106,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,12W,,barwa dzienna,1,,,,120 cm,nie,,IP 44,II,A,830 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,100 cm,,,ledowa lampa,led inspiration ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA089/P_100_3k_white,uniwersalny,ALTAVOLA DESIGN,5904139914113,Linea,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,12W,,delikatnie ciepła,1,,,,120 cm,nie,,IP 44,II,A,720 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,9 cm ,,100 cm,,,ledowa lampa,led inspiration ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA089/P_100_4k_white,uniwersalny,ALTAVOLA DESIGN,5904139914120,Linea,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,12W,,barwa dzienna,1,230V / 230V,,,120 cm,nie,,IP 44,II,A,830 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,100 cm,,,ledowa lampa,led inspiration ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA089/P_100_4k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139914137,Linea,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,12W,,barwa dzienna,1,230V / 230V,,,120 cm,tak,,IP 44,II,A,830 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,100 cm,,,ledowa lampa,led inspiration ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA089/P_100_3k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139914144,Linea,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,12W,,delikatnie ciepła,1,,,,120 cm,tak,,IP 44,II,A,720 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,9 cm ,,100 cm,,,ledowa lampa,led inspiration ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA089/P_100_4k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139914151,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,12W,,barwa dzienna,1,230V / 230V,,,120 cm,tak,,IP 44,II,A,830 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,100 cm,,,ledowa lampa,led inspiration ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA089/P_100_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139914168,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,12W,,delikatnie ciepła,1,230V / 230V,,,120 cm,tak,,IP 44,II,A,720 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,100 cm,,,ledowa lampa,led inspiration ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX100_40_3k_black,uniwersalny,ALTAVOLA DESIGN,5904139914175,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,30W,,delikatnie ciepła,2,230V / 230V,40 cm,100 cm,160 cm,nie,,IP 44,II,A,1800 lm,,3000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,czarny ring,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX100_40_4k_black,uniwersalny,ALTAVOLA DESIGN,5904139914182,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,30W,,barwa dzienna,2,230V / 230V,40 cm,100 cm,160 cm,nie,,IP 44,II,A,2100 lm,,4000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,czarny ring,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX100_40_4k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139914199,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,30W,,barwa dzienna,2,230V / 230V,40 cm,100 cm,160 cm,tak,,IP 44,II,A,2100 lm,,4000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,czarny ring,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX100_40_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139914205,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,30W,,delikatnie ciepła,2,230V / 230V,40 cm,100 cm,160 cm,tak,,IP 44,II,A,1800 lm,,3000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,czarny ring,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA114/P_60_3+1_grey_gold,uniwersalny,ALTAVOLA DESIGN,5904139914328,,,lampa wisząca,aluminium,Szary,LED - zintegrowany,,40W (25W+3*5W),,delikatnie ciepła,1+3,230V / 230V,60 cm,,150 cm,nie,,IP 20,II,,2400 lm,tak,3000K,tak,,,,,,,,,,,,,,,,,ledowa,lampa led,,,,,na dół,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA114/P_90_6+1_grey_gold,uniwersalny,ALTAVOLA DESIGN,5904139914335,,,lampa wisząca,aluminium,Szary,LED - zintegrowany,,37W,,delikatnie ciepła,6+1,230V / 230V,90 cm,,150 cm,nie,,IP 20,II,,2200 lm,tak,3000K,tak,,,,,,,,,,,,,,,,,ledowa,lampa led,,,,,na dół,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA114/P_92_2+1_grey_gold,uniwersalny,ALTAVOLA DESIGN,5904139914342,,,lampa wisząca,aluminium,Szary,LED - zintegrowany,,30W,,delikatnie ciepła,2+1,230V / 230V,,,150 cm,nie,,IP 20,II,,1800 lm,tak,3000K,tak,,,,,,,,,,,,,,,,,ledowa,lampa led,,,,,na dół,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92 cm x 25 cm,,,,,,,,,
LA114/W_40_grey_gold,uniwersalny,ALTAVOLA DESIGN,5904139914359,,,lampa wisząca,aluminium,Szary,LED - zintegrowany,,14W,,delikatnie ciepła,1+1,230V / 230V,34 cm,,40 cm,nie,,IP 20,II,,840 lm,tak,3000K,tak,,,,,,,,,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA115/P_98_3k_black_gold,uniwersalny,ALTAVOLA DESIGN,5904139914366,,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,35W,,delikatnie ciepła,1+3,230V / 230V,,,150 cm,nie,,IP 20,II,,2100 lm,tak,3000K,tak,,,,,,,,,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98x29.5 cm,,,,,,,,,
LA115/P_85_1+3_3k_black_gold,uniwersalny,ALTAVOLA DESIGN,5904139914373,,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,61W,,delikatnie ciepła,1+3,230V / 230V,85 cm,,150 cm,nie,,IP 20,II,,3660 lm,tak,3000K,tak,,,,,,,,,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA115/P_62_1+2_3k_black_gold,uniwersalny,ALTAVOLA DESIGN,5904139914380,,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,45W,,delikatnie ciepła,1+2,230V / 230V,62 cm,,150 cm,nie,,IP 20,II,,2750 lm,tak,3000K,tak,,,,,,,,,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA115/X_62_1+2_3k_black_gold,uniwersalny,ALTAVOLA DESIGN,5904139914397,,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,45W,,delikatnie ciepła,1+2,230V / 230V,62 cm,,150 cm,nie,,IP 20,II,,2750 lm,tak,3000K,tak,,,,,,,,,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA116/P2_97_3k_gold,uniwersalny,ALTAVOLA DESIGN,5904139914403,,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,48W,,delikatnie ciepła,2,230V / 230V,,,150 cm,nie,,IP 20,II,,2880 lm,,3000K,tak,,,,,,,,,,,,,,97 cm,,,fresh design,home details,,,,,,,,,22 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA116/P1_97_3k_gold,uniwersalny,ALTAVOLA DESIGN,5904139914410,,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,30W,,delikatnie ciepła,1,230V / 230V,,,150 cm,nie,,IP 20,II,,1800 lm,,3000K,tak,,,,,,,,,,,,,,97 cm,,,fresh design,home details,,,,,,,,,18 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA116/P3_97_3k_gold,uniwersalny,ALTAVOLA DESIGN,5904139914427,,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,80W,,delikatnie ciepła,3,230V / 230V,,150 cm,150 cm,nie,,IP 20,II,,4800 lm,,3000K,tak,,,,,,,,,,,,,,98 cm,,,fresh design,home details,,,,,,,,,41 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA101/W_gold,uniwersalny,ALTAVOLA DESIGN,5904139914434,,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,12W,,delikatnie ciepła,1,230V / 230V,,,,nie,,IP 20,II,,720 lm,,3000K,tak,,,,,,,,,,,,,,,,,fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44x12x13 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA103/P_100_gold,uniwersalny,ALTAVOLA DESIGN,5904139914441,Cortina,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,35W,,delikatnie ciepła,1,230V / 230V,,,150 cm,nie,,,II,,2100 lm,,3000K,tak,,,,,,,,,,,,,,100 cm,,,fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA103/P_120_gold,uniwersalny,ALTAVOLA DESIGN,5904139914458,Cortina,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,35W,,delikatnie ciepła,1,230V / 230V,,,150 cm,nie,,,II,,2100 lm,,3000K,tak,,,,,,,,,,,,,,120 cm,,,fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PQ_40_3k_black,uniwersalny,ALTAVOLA DESIGN,5904139914519,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,36W,,delikatnie ciepła,2,230V / 230V,40 cm,143 cm,160 cm,nie,,IP 44,II,A,2160 lm,,3000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,czarny ring,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PQ_40_4k_black,uniwersalny,ALTAVOLA DESIGN,5904139914526,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,36W,,barwa dzienna,2,230V / 230V,40 cm,143 cm,160 cm,nie,,IP 44,II,A,2480 lm,,4000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,czarny ring,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
