Article number;EAN;Description;Stock;ETA-code;ETA confirmed;Article status
49042/05/62;5411212491152;Lucide A60 - Filament bulb - Ø 6 cm - LED Dim. - E27 - 1x5W 2200K - Amber;2091;01.06.2022;;
49042/05/65;5411212491411;Lucide A60 - Filament bulb - Ø 6 cm - LED Dim. - E27 - 1x5W 2200K - Smoke Grey;0;;;Liquidation
49043/03/62;5411212491183;Lucide C35 - Filament bulb - Ø 3,5 cm - LED Dim. - E14 - 1x3W 2200K - Amber;704;20.07.2022;;
49044/10/31;5411212491312;Lucide AR111 - Led bulb - Ø 11,1 cm - LED Dim to warm - G53 (AR111) - 1x10W 2200K/3000K - Satin Chrome;28;;;
49045/03/62;5411212491336;Lucide G45 - Filament bulb - Ø 4,5 cm - LED Dim. - E27 - 1x3W 2200K - Amber;0;01.06.2022;08.04.2022;
49046/03/62;5411212491343;Lucide P45 - Filament bulb - Ø 4,5 cm - LED Dim. - E14 - 1x3W 2200K - Amber;2474;01.06.2022;08.04.2022;
49047/20/65;5411212491350;Lucide T32 - Filament bulb - Ø 3,2 cm - LED Dim. - E27 - 1x5W 2200K - Smoke Grey;845;;;
49047/25/65;5411212491367;Lucide T32 - Filament bulb - Ø 3,2 cm - LED Dim. - E27 - 1x5W 2200K - Smoke Grey;0;;;Liquidation
49047/30/65;5411212491374;Lucide T32 - Filament bulb - Ø 3,2 cm - LED Dim. - E27 - 1x5W 2200K - Smoke Grey;474;;;
49048/05/61;5411212491428;Lucide G80 - Filament bulb - Ø 8 cm - LED Dim. - E27 - 1x5W 2700K - Opal;214;;;
49050/05/61;5411212491442;Lucide G125 - Filament bulb - Ø 12,5 cm - LED Dim. - E27 - 1x5W 2700K - Opal;171;05.07.2022;;
49051/04/30;5411212491459;Lucide G118 - Filament bulb - Ø 11,8 cm - LED Dim. - E27 - 1x4W 2200K - Black;166;;;
49051/04/61;5411212491473;Lucide G118 - Filament bulb - Ø 11,8 cm - LED Dim. - E27 - 1x4W 2200K - Opal;263;;;
49052/08/65;5411212491527;Lucide G200 GIANT - Filament bulb - Ø 20 cm - LED Dim. - E27 - 1x8W 2200K - Smoke Grey;0;;;Liquidation
49053/10/65;5411212491534;Lucide G250 GIANT - Filament bulb - Ø 25 cm - LED Dim. - E27 - 1x10W 2200K - Smoke Grey;0;;;Liquidation
49063/05/65;5411212491558;Lucide G125 - Filament bulb - Ø 12,5 cm - LED Dim. - E27 - 1x5W 2200K - 3 StepDim - Smoke Grey;4;;;
49064/05/65;5411212491565;Lucide ST64 - Filament bulb - Ø 6,4 cm - LED Dim. - E27 - 1x5W 2200K - 3 StepDim - Smoke Grey;0;;;Liquidation
49065/05/65;5411212491572;Lucide A60 - Filament bulb - Ø 6 cm - LED Dim. - E27 - 1x5W 2200K - 3 StepDim - Smoke Grey;0;;;
49066/08/61;5411212491589;Lucide G80 - Filament bulb - Ø 8 cm - LED Dim. - E27 - 1x8W 2700K - 3 StepDim - Opal;0;01.06.2022;;
49067/08/61;5411212491596;Lucide G125 - Filament bulb - Ø 12,5 cm - LED Dim. - E27 - 1x8W 2700K - 3 StepDim - Opal;157;01.06.2022;;
49068/05/62;5411212491602;Lucide ST64 - Filament bulb - Ø 6,4 cm - LED Dim. - E27 - 1x5W 2700K - Amber;0;;08.04.2022;
49069/05/62;5411212491619;Lucide G95 - Filament bulb - Ø 9,5 cm - LED Dim. - E27 - 1x5W 2700K - Amber;0;05.07.2022;08.04.2022;
49070/08/62;5411212491626;Lucide G125 - Filament bulb - Ø 12,5 cm - LED Dim. - E27 - 1x8W 2700K - Amber;0;;08.04.2022;
49098/05/30;5411212491701;Lucide G45 - Led bulb - Ø 4,3 cm - LED Dim. - E14 - 1x5W 2700K - 3 StepDim;0;01.06.2022;;New Phase 1
49099/05/30;5411212491718;Lucide G45 - Led bulb - Ø 4,3 cm - LED Dim. - E27 - 1x5W 2700K - 3 StepDim;0;01.06.2022;;New Phase 1
50000/00/31;5411212931252;Lucide RECESSED WALL DIMMER NL - Dimmer - 300 Watt 230V - White;374;;;
50004/22/00;5411212503060;Lucide Starter - Part - Ø 1,8 cm - White - Set of 2;1361;;;Liquidation
50444/07/31;5411212504272;Lucide REFLECTOR - Cfl bulb - Ø 5 cm - GU10 - 1x7W 2700K - White;260;;;
50445/08/31;5411212504067;Lucide REFLECTOR - Cfl bulb - Ø 5 cm - GU10 - 1x8W 2700K - White;1373;;;Liquidation
50448/12/31;5411212505170;Lucide AR111 - Led bulb - Ø 10,8 cm - LED - GU10 - 1x12W 2700K - White;7;;;Liquidation
69200/06/30;5411212690005;Lucide AXI - Wall spotlight Bathroom - LED - 1x6W 2700K - IP54 - Black;0;01.06.2022;;
69200/06/31;5411212690012;Lucide AXI - Wall spotlight Bathroom - LED - 1x6W 2700K - IP54 - White;94;01.06.2022;;
69201/06/30;5411212690029;Lucide AXI - Wall spotlight Bathroom - LED - 1x6W 2700K - IP54 - Black;39;01.06.2022;;
69201/06/31;5411212690036;Lucide AXI - Wall spotlight Bathroom - LED - 1x6W 2700K - IP54 - White;160;01.06.2022;;
69800/01/30;5411212690043;Lucide ZARO - Wall spotlight Outdoor - 1xGU10 - IP44 - Black;71;01.06.2022;;
69800/01/31;5411212690050;Lucide ZARO - Wall spotlight Outdoor - 1xGU10 - IP44 - White;92;20.07.2022;;
69800/02/30;5411212690067;Lucide ZARO - Wall spotlight Outdoor - 2xGU10 - IP44 - Black;285;15.07.2022;;
69800/02/31;5411212690074;Lucide ZARO - Wall spotlight Outdoor - 2xGU10 - IP44 - White;86;20.07.2022;;
69801/01/30;5411212690081;Lucide ZARO - Wall spotlight Outdoor - 1xGU10 - IP44 - Black;175;01.06.2022;;
69801/01/31;5411212690098;Lucide ZARO - Wall spotlight Outdoor - 1xGU10 - IP44 - White;209;;;
69801/02/30;5411212690104;Lucide ZARO - Wall spotlight Outdoor - 2xGU10 - IP44 - Black;154;01.06.2022;;
69801/02/31;5411212690111;Lucide ZARO - Wall spotlight Outdoor - 2xGU10 - IP44 - White;203;;;
70163/05/11;5411212702135;Lucide PEARL - Flush ceiling light - Ø 40 cm - 5xG9 - Chrome;102;;;
70163/06/11;5411212702142;Lucide PEARL - Flush ceiling light - Ø 50 cm - 6xG9 - Chrome;54;20.07.2022;;
70184/03/11;5411212702289;Lucide ERYN - Flush ceiling light - Ø 38 cm - 3xG9 - Chrome;42;;;
70284/01/11;5411212702296;Lucide ERYN - Wall light - 1xG9 - Chrome;49;;01.04.2022;
70434/16/12;5411212700896;Lucide TEARS - Pendant light - Ø 11,5 cm - G4 - 16x10W 2900K - Satin Chrome;0;;;
70434/28/12;5411212701510;Lucide TEARS - Pendant light - Ø 11,5 cm - G4 - 8x20W 2900K - Satin Chrome;0;;;
70463/05/11;5411212702159;Lucide PEARL - Pendant light - Ø 40 cm - 5xG9 - Chrome;93;;;
70463/06/11;5411212702166;Lucide PEARL - Pendant light - Ø 50 cm - 6xG9 - Chrome;52;;;
70478/40/65;5411212702227;Lucide SOUFIAN - Pendant light - Ø 40 cm - 1xE27 - Smoke Grey;16;10.07.2022;;
70483/01/11;5411212702302;Lucide ERYN - Pendant light - Ø 20 cm - 1xE27 - Chrome;43;05.07.2022;01.04.2022;
70483/03/11;5411212702319;Lucide ERYN - Pendant light - 3xE27 - Chrome;32;;01.04.2022;
70583/01/11;5411212702326;Lucide ERYN - Table lamp - Ø 20 cm - 1xE27 - Chrome;32;10.07.2022;;
71265/01/17;5411212712660;Lucide VITRI - Wall light - Ø 13 cm - 1xE14 - Copper;65;;;
71367/50/31;5411212712707;Lucide GOOSY SOFT - Pendant light - Ø 50 cm - 1xE27 - White;414;10.07.2022;;
71567/25/31;5411212712714;Lucide GOOSY SOFT - Table lamp - Ø 25 cm - 1xE27 - White;54;10.07.2022;;
71590/03/31;5411212712738;Lucide DODO Bear - Table lamp Children - LED Dim. - 1x3W - 3 StepDim - White;76;;;
71591/03/66;5411212712745;Lucide DODO Rabbit - Table lamp Children - LED Dim. - 1x3W - 3 StepDim - Pink;297;;;
71592/03/85;5411212712752;Lucide DODO Frog - Table lamp Children - LED Dim. - 1x3W - 3 StepDim - Green;182;;;
71645/01/31;5411212712431;Lucide CONA - Table lamp - 1xE14 - White;117;;06.05.2022;
71745/01/31;5411212712448;Lucide CONA - Floor lamp - 1xE27 - White;12;20.07.2022;06.05.2022;
71767/50/31;5411212712721;Lucide GOOSY SOFT - Floor lamp - Ø 50 cm - 1xE27 - White;47;10.07.2022;;
72301/40/30;5411212720290;Lucide CORDO - Pendant light - Ø 40 cm - 1xE27 - Black;131;;;
73102/01/15;5411212730206;Lucide THOR - Flush ceiling light - 1xE27 - Grey iron;61;;;
73107/52/02;5411212730473;Lucide DIAMOND - Flush ceiling light - Ø 52 cm - 1xE27 - Matt Gold / Brass;55;;;
73202/01/15;5411212730220;Lucide THOR - Wall light - 1xE27 - Grey iron;59;;15.05.2022;
73206/01/30;5411212730411;Lucide LIONEL - Wall light - Ø 6,5 cm - 1xE27 - Black;44;10.07.2022;;
73400/02/30;5411212730466;Lucide MIKAELA - Pendant light - Ø 35 cm - 2xE27 - Black;33;;;
73400/32/30;5411212730459;Lucide MIKAELA - Pendant light - Ø 35 cm - 1xE27 - Black;0;05.07.2022;15.05.2022;
73402/04/15;5411212730244;Lucide THOR - Pendant light - 4xE27 - Grey iron;50;10.07.2022;;
73406/01/30;5411212730428;Lucide LIONEL - Pendant light - Ø 6,5 cm - 1xE27 - Black;130;;15.05.2022;
73406/05/30;5411212730435;Lucide LIONEL - Pendant light - 5xE27 - Black;52;;;
73407/63/02;5411212730480;Lucide DIAMOND - Pendant light - Ø 63 cm - 1xE27 - Matt Gold / Brass;55;;;
73502/01/15;5411212730268;Lucide THOR - Table lamp - 1xE27 - Grey iron;61;;;
73504/81/30;5411212730343;Lucide YESSIN - Table lamp - Ø 32 cm - 1xE27 - Black;80;;;
73506/01/30;5411212730442;Lucide LIONEL - Table lamp - 1xE27 - Black;49;;;
73507/52/02;5411212730497;Lucide DIAMOND - Table lamp - Ø 52 cm - 1xE27 - Matt Gold / Brass;43;;;
73702/03/15;5411212730275;Lucide THOR - Floor lamp - 3xE27 - Grey iron;98;05.07.2022;15.05.2022;
74106/30/30;5411212740755;Lucide MIAMI - Flush ceiling light - Ø 30 cm - LED Dim. - 1x12W 3000K - Black;181;;;
74106/40/30;5411212740762;Lucide MIAMI - Flush ceiling light - Ø 40 cm - LED Dim. - 1x15W 3000K - Black;222;;;
74107/01/30;5411212740779;Lucide QUINNY - Ceiling spotlight - 1xE27 - Black;82;;;
74107/11/30;5411212740786;Lucide QUINNY - Ceiling spotlight - 1xE27 - Black;129;;;
74107/12/30;5411212740793;Lucide QUINNY - Ceiling spotlight - 2xE27 - Black;51;;;
74114/01/02;5411212740977;Lucide MARIUS - Flush ceiling light - 1xE27 - Matt Gold / Brass;29;01.06.2022;08.04.2022;
74114/01/30;5411212740984;Lucide MARIUS - Flush ceiling light - 1xE27 - Black;0;01.06.2022;08.04.2022;
74114/03/02;5411212740991;Lucide MARIUS - Flush ceiling light - 3xE27 - Matt Gold / Brass;49;;;
74114/03/30;5411212741004;Lucide MARIUS - Flush ceiling light - 3xE27 - Black;0;01.06.2022;;
74200/02/17;5411212740489;Lucide VIVANA - Wall light - 2xG9 - Copper;58;;;
74309/01/30;5411212740816;Lucide MASSON - Pendant light - Ø 28 cm - 1xE27 - Black;11;;;
74309/01/34;5411212740823;Lucide MASSON - Pendant light - Ø 28 cm - 1xE27 - Yellow;131;;;
74309/01/37;5411212740830;Lucide MASSON - Pendant light - Ø 28 cm - 1xE27 - Turquoise;105;;;
74400/40/17;5411212740496;Lucide VIVANA - Pendant light - Ø 39 cm - 1xE27 - Copper;40;;;
74401/60/97;5411212740618;Lucide ATOMA - Pendant light - Ø 60 cm - 12xG9 - Brown;0;;;
74401/80/97;5411212740625;Lucide ATOMA - Pendant light - Ø 80 cm - 12xG9 - Brown;69;;;
74403/04/30;5411212740687;Lucide LORENZ - Pendant light - LED Dim. - 4x4W 3000K - Black;55;01.06.2022;;
74403/04/97;5411212740694;Lucide LORENZ - Pendant light - LED Dim. - 4x4W 3000K - Rust Brown;42;;;
74403/06/30;5411212740700;Lucide LORENZ - Pendant light - LED Dim. - 6x0,7W 3000K - Black;20;24.06.2022;;
74403/06/97;5411212740717;Lucide LORENZ - Pendant light - LED Dim. - 6x0,7W 3000K - Rust Brown;36;;;
74404/01/65;5411212740724;Lucide ORLANDO - Pendant light - Ø 10 cm - 1xE27 - Smoke Grey;69;24.06.2022;;
74404/05/65;5411212740748;Lucide ORLANDO - Pendant light - 5xE27 - Smoke Grey;0;29.04.2022;08.04.2022;
74404/13/65;5411212740731;Lucide ORLANDO - Pendant light - Ø 32 cm - 3xE27 - Smoke Grey;29;24.06.2022;08.04.2022;
74405/01/62;5411212740847;Lucide TOLEDO - Pendant light - Ø 20 cm - 1xE27 - Amber;118;10.07.2022;;
74405/03/62;5411212740854;Lucide TOLEDO - Pendant light - Ø 20 cm - 3xE27 - Amber;33;29.04.2022;08.04.2022;
74405/13/62;5411212740861;Lucide TOLEDO - Pendant light - 3xE27 - Amber;69;24.06.2022;08.04.2022;
74410/01/02;5411212740878;Lucide ZINO - Pendant light - Ø 10 cm - 1xE27 - Matt Gold / Brass;69;;;
74410/01/62;5411212740892;Lucide ZINO - Pendant light - Ø 10 cm - 1xE27 - Amber;48;;;
74410/01/65;5411212740885;Lucide ZINO - Pendant light - Ø 10 cm - 1xE27 - Black;128;;;
74410/01/97;5411212740908;Lucide ZINO - Pendant light - Ø 10 cm - 1xE27 - Rust Brown;40;10.07.2022;;
74511/01/62;5411212740915;Lucide VIRGIL - Table lamp - Ø 25,5 cm - 1xE27 - Amber;60;;;
74512/01/62;5411212740922;Lucide VIRGIL - Table lamp - Ø 30 cm - 1xE27 - Amber;112;;;
76164/40/30;5411212761033;Lucide DIKRA - Flush ceiling light - 1xE27 - Black;0;05.07.2022;;New Phase 1
76164/50/30;5411212761040;Lucide DIKRA - Flush ceiling light - 1xE27 - Black;0;05.07.2022;;New Phase 1
76360/01/72;5411212760777;Lucide WOODY - Pendant light - Ø 42 cm - 1xE27 - Wood;0;;;Liquidation
76464/01/30;5411212761002;Lucide DIKRA - Pendant light - Ø 40 cm - 1xE27 - Black;166;;;
76464/02/30;5411212761019;Lucide DIKRA - Pendant light - 2xE27 - Black;64;;29.04.2022;
76464/03/30;5411212761026;Lucide DIKRA - Pendant light - Ø 40 cm - 3xE27 - Black;32;;29.04.2022;
77184/45/30;5411212771001;Lucide ZIDANE - Flush ceiling light - Ø 45 cm - 1xE27 - Black;71;;;
77184/45/31;5411212771018;Lucide ZIDANE - Flush ceiling light - Ø 45 cm - 1xE27 - White;68;;;
77185/30/30;5411212771025;Lucide ZIDANE - Flush ceiling light - Ø 30 cm - 1xE27 - Black;68;;;
77185/40/30;5411212771032;Lucide ZIDANE - Flush ceiling light - Ø 40 cm - 1xE27 - Black;53;;;
77280/05/30;5411212770820;Lucide ATKIN - Bedside lamp - LED - 1x6W 3000K - With USB charging point - Black;0;20.07.2022;;
77280/05/31;5411212770837;Lucide ATKIN - Bedside lamp - LED - 1x6W 2700K - With USB charging point - White;32;20.07.2022;;
77281/01/36;5411212770844;Lucide IDAHO - Wall light - 1xE14 - Grey;87;;;
77281/01/70;5411212770851;Lucide IDAHO - Wall light - 1xE14 - Wood;129;;;
77281/01/76;5411212770868;Lucide IDAHO - Wall light - 1xE14 - Light wood;89;09.06.2022;;
77282/03/30;5411212770936;Lucide OREGON - Bedside lamp - LED - 1x4W 3000K - With USB charging point - Black;40;;31.03.2022;
77282/03/31;5411212770943;Lucide OREGON - Bedside lamp - LED - 1x4W 3000K - With USB charging point - White;0;;31.03.2022;
77285/05/02;5411212771162;Lucide GLIMPSE - Wall light - Ø 14 cm - LED - 1x5W 3000K - Matt Gold / Brass;60;;;
77285/05/43;5411212771179;Lucide GLIMPSE - Wall light - Ø 14 cm - LED - 1x5W 3000K - Brown;64;;;
77285/10/02;5411212771186;Lucide GLIMPSE - Wall light - Ø 22 cm - LED - 1x10W 3000K - Matt Gold / Brass;54;15.05.2022;31.03.2022;
77285/10/43;5411212771193;Lucide GLIMPSE - Wall light - Ø 22 cm - LED - 1x10W 3000K - Brown;45;;;
77468/01/36;5411212770370;Lucide FOCKER - Pendant light Children - 1xE27 - Grey;54;09.06.2022;;
77483/76/30;5411212771049;Lucide ZIDANE - Pendant light - Ø 76 cm - 1xE27 - Black;42;;;
77483/76/31;5411212771056;Lucide ZIDANE - Pendant light - Ø 76 cm - 1xE27 - White;40;;;
77583/81/30;5411212770950;Lucide PIPPA - Table lamp - 1xE27 - Black;0;;;Liquidation
77583/81/31;5411212770967;Lucide PIPPA - Table lamp - 1xE27 - White;64;;;
77974/05/17;5411212770578;Lucide CIGAL - Ceiling spotlight - Ø 9 cm - LED - GU10 - 1x5W 2700K - Copper;277;;;
77974/10/17;5411212770592;Lucide CIGAL - Ceiling spotlight - Ø 9 cm - LED - GU10 - 2x5W 2700K - Copper;44;;;
77974/15/17;5411212770615;Lucide CIGAL - Ceiling spotlight - Ø 27 cm - LED - GU10 - 3x5W 2700K - Copper;58;;;
77974/15/21;5411212770622;Lucide CIGAL - Ceiling spotlight - Ø 27 cm - LED - GU10 - 3x5W 2700K - Antique White;12;;;
77974/20/17;5411212770639;Lucide CIGAL - Ceiling spotlight - Ø 9 cm - LED - GU10 - 4x5W 2700K - Copper;51;;;
77975/05/30;5411212770738;Lucide BINARI - Ceiling spotlight - LED - 1x5W 2700K - Black;110;;;
77975/05/31;5411212770745;Lucide BINARI - Ceiling spotlight - LED - 1x5W 2700K - White;88;;;
77975/10/30;5411212770752;Lucide BINARI - Ceiling spotlight - LED - 2x5W 2700K - Black;52;;;
77975/10/31;5411212770769;Lucide BINARI - Ceiling spotlight - LED - 2x5W 2700K - White;37;;15.05.2022;
77975/20/30;5411212770776;Lucide BINARI - Ceiling spotlight - LED - 4x4,8W 2700K - Black;35;;;
77975/20/31;5411212770783;Lucide BINARI - Ceiling spotlight - LED - 4x4,8W 2700K - White;31;;15.05.2022;
77977/01/30;5411212770974;Lucide NILA - Ceiling spotlight - 1xE14 - Black;215;;;
77977/12/30;5411212770981;Lucide NILA - Ceiling spotlight - 2xE14 - Black;200;;;
77977/13/30;5411212770998;Lucide NILA - Ceiling spotlight - Ø 36 cm - 3xE14 - Black;118;;;
77978/01/02;5411212771063;Lucide MAREN - Wall spotlight - 1xE14 - Matt Gold / Brass;172;;15.05.2022;
77978/01/30;5411212771070;Lucide MAREN - Wall spotlight - 1xE14 - Black;144;;;
77978/02/02;5411212771087;Lucide MAREN - Ceiling spotlight - 2xE14 - Matt Gold / Brass;167;;;
77978/02/30;5411212771094;Lucide MAREN - Ceiling spotlight - 2xE14 - Black;82;;;
77978/04/02;5411212771100;Lucide MAREN - Ceiling spotlight - 4xE14 - Matt Gold / Brass;123;;;
77978/04/30;5411212771117;Lucide MAREN - Ceiling spotlight - 4xE14 - Black;144;;;
77978/13/02;5411212771124;Lucide MAREN - Ceiling spotlight - 3xE14 - Matt Gold / Brass;117;;;
77978/13/30;5411212771131;Lucide MAREN - Ceiling spotlight - 3xE14 - Black;139;;;
77979/01/02;5411212771209;Lucide BJORN - Wall spotlight - 1xE14 - Matt Gold / Brass;88;;;
77979/01/30;5411212771216;Lucide BJORN - Wall spotlight - 1xE14 - Black;94;;;
77979/02/02;5411212771223;Lucide BJORN - Ceiling spotlight - 2xE14 - Matt Gold / Brass;81;;;
77979/02/30;5411212771230;Lucide BJORN - Ceiling spotlight - 2xE14 - Black;80;;;
77979/04/02;5411212771247;Lucide BJORN - Wall spotlight - 4xE14 - Matt Gold / Brass;69;;;
77979/04/30;5411212771254;Lucide BJORN - Wall spotlight - 4xE14 - Black;69;;;
77979/13/02;5411212771261;Lucide BJORN - Ceiling spotlight - Ø 39 cm - 3xE14 - Matt Gold / Brass;88;;;
77979/13/30;5411212771278;Lucide BJORN - Ceiling spotlight - Ø 39 cm - 3xE14 - Black;80;;;
77980/01/30;5411212771285;Lucide RAFA - Wall spotlight - 1xE14 - Black;104;;;
77980/02/30;5411212771292;Lucide RAFA - Ceiling spotlight - 2xE14 - Black;86;;;
77980/04/30;5411212771308;Lucide RAFA - Ceiling spotlight - 4xE14 - Black;76;;;
77980/13/30;5411212771315;Lucide RAFA - Ceiling spotlight - Ø 42 cm - 3xE14 - Black;91;;;
78174/40/30;5411212782342;Lucide MANUELA - Flush ceiling light - Ø 40 cm - 1xE27 - Black;951;;22.04.2022;
78174/40/31;5411212782359;Lucide MANUELA - Flush ceiling light - Ø 40 cm - 1xE27 - White;404;;;
78174/40/33;5411212782809;Lucide MANUELA - Flush ceiling light - Ø 40 cm - 1xE27 - Green;33;;15.05.2022;
78174/40/36;5411212782588;Lucide MANUELA - Flush ceiling light - Ø 40 cm - 1xE27 - Grey;263;;;
78193/30/66;5411212782557;Lucide MERLINA - Flush ceiling light Children - Ø 30 cm - 1xE27 - Pink;400;;01.05.2022;
78194/01/30;5411212782595;Lucide DOUNIA - Flush ceiling light - Ø 17 cm - 1xE27 - Black;55;;;
78199/01/30;5411212782526;Lucide REDA - Flush ceiling light - Ø 32 cm - 1xE27 - Black;93;10.06.2022;;
78274/01/30;5411212782762;Lucide MANUELA - Wall light - 1xE14 - Black;90;01.06.2022;;
78274/01/33;5411212782779;Lucide MANUELA - Wall light - 1xE14 - Green;67;01.06.2022;15.05.2022;
78293/01/66;5411212782748;Lucide MERLINA - Wall light Children - 1xE14 - Pink;94;;;
78294/01/30;5411212782601;Lucide DOUNIA - Wall light - Ø 15 cm - 1xE27 - Black;0;15.05.2022;01.05.2022;
78351/05/30;5411212780287;Lucide ARABESQUE - Chandelier - Ø 46 cm - 5xE14 - Black;50;;;
78351/05/60;5411212780294;Lucide ARABESQUE - Chandelier - Ø 46 cm - 5xE14 - Transparant;46;;15.05.2022;
78368/30/30;5411212781420;Lucide DOLTI - Pendant light - Ø 30,5 cm - 1xE27 - Black;54;;;
78368/30/31;5411212781437;Lucide DOLTI - Pendant light - Ø 30,5 cm - 1xE27 - White;39;;15.05.2022;
78368/30/41;5411212782076;Lucide DOLTI - Pendant light - Ø 30,5 cm - 1xE27 - Taupe;65;;;
78368/45/41;5411212781833;Lucide DOLTI - Pendant light - Ø 45 cm - 1xE27 - Taupe;0;;;Liquidation
78374/50/17;5411212782069;Lucide MANUELA - Pendant light - Ø 50 cm - 1xE27 - Copper;5;;;
78374/50/30;5411212782045;Lucide MANUELA - Pendant light - Ø 50 cm - 1xE27 - Black;103;;01.05.2022;
78374/50/33;5411212782816;Lucide MANUELA - Pendant light - Ø 50 cm - 1xE27 - Green;66;;;
78374/65/33;5411212782823;Lucide MANUELA - Pendant light - Ø 65 cm - 1xE27 - Green;61;;;
78383/40/30;5411212782151;Lucide TAHAR - Pendant light - Ø 38,5 cm - 1xE27 - Black;40;;15.05.2022;
78385/20/30;5411212782229;Lucide KYARA - Pendant light - Ø 20 cm - 1xE27 - Black;231;;;
78385/20/31;5411212782236;Lucide KYARA - Pendant light - Ø 20 cm - 1xE27 - White;98;;;
78387/01/30;5411212782373;Lucide MESH - Pendant light - Ø 46 cm - 1xE27 - Black;29;19.06.2022;01.05.2022;
78387/02/30;5411212782380;Lucide MESH - Pendant light - 2xE27 - Black;35;19.06.2022;;
78389/29/63;5411212782441;Lucide GERBEN - Pendant light - Ø 29,5 cm - 1xE27 - Antique Silver Glass;32;;;
78391/50/30;5411212782519;Lucide MESH - Pendant light - Ø 49 cm - 1xE27 - Black;0;;;Liquidation
78392/01/30;5411212782533;Lucide MESH - Pendant light - 1xE27 - Black;99;;;
78393/38/66;5411212782571;Lucide MERLINA - Pendant light - Ø 38 cm - 1xE27 - Pink;77;;;
78394/01/30;5411212782618;Lucide DOUNIA - Pendant light - Ø 25 cm - 1xE27 - Black;58;;;
78394/03/30;5411212782625;Lucide DOUNIA - Pendant light - 3xE27 - Black;45;;01.05.2022;
78395/01/30;5411212782717;Lucide GASSET - Pendant light - Ø 42,5 cm - 1xE27 - Black;197;;;Liquidation
78395/01/33;5411212782724;Lucide GASSET - Pendant light - Ø 42,5 cm - 1xE27 - Green;291;;;
78395/01/43;5411212782731;Lucide GASSET - Pendant light - Ø 42,5 cm - 1xE27 - Brown;289;;;
78396/01/30;5411212782830;Lucide JERREL - Pendant light - Ø 25 cm - 1xE27 - Black;44;;;
78396/01/33;5411212782847;Lucide JERREL - Pendant light - Ø 25 cm - 1xE27 - Green;56;;;
78396/01/43;5411212782854;Lucide JERREL - Pendant light - Ø 25 cm - 1xE27 - Brown;53;;;
78396/03/30;5411212782861;Lucide JERREL - Pendant light - Ø 51 cm - 3xE27 - Black;46;;;
78474/03/30;5411212782878;Lucide MANUELA - Pendant light - 3xE27 - Black;76;;;New Phase 2
78480/40/31;5411212782113;Lucide GITSY - Pendant light - Ø 40 cm - 1xE27 - White;0;;;Liquidation
78481/35/31;5411212782410;Lucide GARELL - Pendant light - Ø 35 cm - 1xE27 - White;0;;;Liquidation
78574/25/30;5411212782786;Lucide MANUELA - Table lamp - Ø 25,5 cm - 1xE27 - Black;51;01.06.2022;22.04.2022;
78574/25/33;5411212782793;Lucide MANUELA - Table lamp - Ø 25,5 cm - 1xE27 - Green;62;01.06.2022;;
78582/19/97;5411212782144;Lucide BYRSA - Table lamp - Ø 19 cm - 1xE14 - Rust Brown;31;;;
78583/34/30;5411212782168;Lucide TAHAR - Table lamp - Ø 33 cm - 1xE27 - Black;56;;;
78584/25/30;5411212782175;Lucide TAHAR - Table lamp - Ø 25 cm - 1xE27 - Black;59;19.06.2022;;
78584/40/30;5411212782182;Lucide TAHAR - Table lamp - Ø 39 cm - 1xE27 - Black;43;;;
78591/01/02;5411212782656;Lucide EXTRAVAGANZA MORRIS - Table lamp - 1xE27 - Matt Gold / Brass;33;;;
78592/01/30;5411212782540;Lucide MESH - Table lamp - 1xE27 - Black;117;;;
78593/25/66;5411212782755;Lucide MERLINA - Table lamp Children - Ø 25,5 cm - 1xE27 - Pink;106;;;
78594/27/30;5411212782632;Lucide DOUNIA - Table lamp - Ø 15 cm - 1xE27 - Black;35;;15.05.2022;
78594/40/30;5411212782649;Lucide DOUNIA - Table lamp - Ø 25 cm - 1xE27 - Black;33;19.06.2022;;
78595/01/02;5411212782663;Lucide JANY - Table lamp - Ø 16 cm - 1xE14 - Matt Gold / Brass;44;;08.04.2022;
78595/01/30;5411212782670;Lucide JANY - Table lamp - Ø 16 cm - 1xE14 - Black;140;;;
78596/01/30;5411212782687;Lucide EXTRAVAGANZA LIVRET - Table lamp - 1xE14 - Black;98;01.06.2022;;
78597/01/33;5411212782694;Lucide EXTRAVAGANZA MARBELOUS - Table lamp - Ø 15 cm - 1xE14 - Green;66;20.07.2022;;
78597/01/60;5411212782700;Lucide EXTRAVAGANZA MARBELOUS - Table lamp - Ø 15 cm - 1xE14 - Transparant;51;01.06.2022;;
78598/01/30;5411212782496;Lucide REDA - Table lamp - Ø 22 cm - 1xE27 - Black;75;01.06.2022;;
78599/01/30;5411212782502;Lucide REDA - Table lamp - Ø 22 cm - 1xE27 - Black;131;;08.04.2022;
79158/01/12;5411212790514;Lucide FRESH - Flush ceiling light Bathroom - Ø 27 cm - 1xE27 - IP44 - Satin Chrome;104;;;
79158/01/31;5411212790521;Lucide FRESH - Flush ceiling light Bathroom - Ø 27 cm - 1xE27 - IP44 - White;131;01.06.2022;;
79158/02/12;5411212790538;Lucide FRESH - Flush ceiling light Bathroom - Ø 35 cm - 2xE27 - IP44 - Satin Chrome;86;;;
79158/02/31;5411212790545;Lucide FRESH - Flush ceiling light Bathroom - Ø 35 cm - 2xE27 - IP44 - White;99;;;
