Article number;EAN;Description;Stock;ETA-code;ETA confirmed;Article status
21417/99/02;5411212211149;Lucide WOLFRAM - Pendant light - Ø 100 cm - 3xE27 - Matt Gold / Brass;0;;;
21417/99/30;5411212211156;Lucide WOLFRAM - Pendant light - Ø 100 cm - 3xE27 - Black;0;;;
21421/06/30;5411212211095;Lucide LEANNE - Pendant light - 6xE27 - Black;124;01.06.2022;;
21421/10/30;5411212211101;Lucide LEANNE - Pendant light - Ø 65 cm - 10xE27 - Black;73;;;
21422/01/30;5411212211194;Lucide SANSA - Pendant light - 1xE27 - Black;56;;;
21422/03/30;5411212211231;Lucide SANSA - Pendant light - 3xE27 - Black;101;;;
21423/45/02;5411212211316;Lucide MESH - Pendant light - Ø 45 cm - 1xE27 - Matt Gold / Brass;117;;;
21423/45/30;5411212211323;Lucide MESH - Pendant light - Ø 45 cm - 1xE27 - Black;168;;;
21424/06/30;5411212211330;Lucide LESTER - Pendant light - 6xE27 - Black;149;;15.05.2022;
21426/04/30;5411212211415;Lucide ROTAX - Pendant light - 4xE27 - Black;84;10.07.2022;;New Phase 2
21426/04/33;5411212211422;Lucide ROTAX - Pendant light - 4xE27 - Green;6;30.06.2022;;New Phase 2
21427/06/30;5411212211439;Lucide MIRAVELLE - Pendant light - 6xGU10 - Black;33;;;New Phase 2
21427/06/31;5411212211446;Lucide MIRAVELLE - Pendant light - 6xGU10 - White;41;;;New Phase 2
21509/25/30;5411212210807;Lucide OTONA - Table lamp - Ø 25 cm - 1xE27 - Black;408;;;
21509/25/31;5411212210814;Lucide OTONA - Table lamp - Ø 25 cm - 1xE27 - White;160;;;
21521/01/30;5411212211118;Lucide LEANNE - Table lamp - 1xE27 - Black;194;;15.05.2022;
21522/01/30;5411212211200;Lucide SANSA - Table lamp - 1xE27 - Black;95;01.06.2022;15.05.2022;
21523/01/02;5411212211385;Lucide MESH - Table lamp - Ø 30 cm - 1xE27 - Matt Gold / Brass;179;;;
21523/01/30;5411212211392;Lucide MESH - Table lamp - Ø 30 cm - 1xE27 - Black;98;;;
21721/01/30;5411212211125;Lucide LEANNE - Floor lamp - 1xE27 - Black;280;15.05.2022;01.05.2022;
21722/01/30;5411212211217;Lucide SANSA - Floor lamp - 1xE27 - Black;64;01.06.2022;;
22860/05/30;5411212221001;Lucide ZORA-LED - Wall spotlight Outdoor - LED Dim. - GU10 - 1x5W 3000K - IP44 - Black;1027;;;
22860/05/31;5411212221018;Lucide ZORA-LED - Wall spotlight Outdoor - LED Dim. - GU10 - 1x5W 3000K - IP44 - White;243;;;
22860/10/30;5411212221025;Lucide ZORA-LED - Wall spotlight Outdoor - LED Dim. - GU10 - 2x5W 3000K - IP44 - Black;480;01.06.2022;;
22860/10/31;5411212221032;Lucide ZORA-LED - Wall spotlight Outdoor - LED Dim. - GU10 - 2x5W 3000K - IP44 - White;419;;;
22861/05/30;5411212221049;Lucide ZORA-LED - Wall spotlight Outdoor - LED Dim. - GU10 - 1x5W 3000K - IP44 - Black;237;01.06.2022;;
22861/05/31;5411212221056;Lucide ZORA-LED - Wall spotlight Outdoor - LED Dim. - GU10 - 1x5W 3000K - IP44 - White;199;;;
22861/10/30;5411212221063;Lucide ZORA-LED - Wall spotlight Outdoor - LED Dim. - GU10 - 2x5W 3000K - IP44 - Black;272;04.08.2022;;
22861/10/31;5411212221070;Lucide ZORA-LED - Wall spotlight Outdoor - LED Dim. - GU10 - 2x5W 3000K - IP44 - White;126;;;
22862/04/30;5411212221155;Lucide BASIC - Wall light Outdoor - LED - 1x3W 2700K - IP44 - Black;211;;;
22952/01/02;5411212221483;Lucide TUBE - Ceiling spotlight - Ø 9,6 cm - 1xGU10 - Matt Gold / Brass;83;01.06.2022;;
22952/01/12;5411212220783;Lucide TUBE - Ceiling spotlight - Ø 9,6 cm - 1xGU10 - Satin Chrome;107;;;
22952/01/31;5411212220790;Lucide TUBE - Ceiling spotlight - Ø 9,6 cm - 1xGU10 - White;258;01.06.2022;;
22952/02/31;5411212220936;Lucide TUBE - Ceiling spotlight - 2xGU10 - White;113;;;
22952/11/30;5411212221278;Lucide TUBE - Ceiling spotlight - Ø 9,6 cm - 1xGU10 - Black;182;01.06.2022;;
22953/01/02;5411212221490;Lucide TUBE - Ceiling spotlight - 1xGU10 - Matt Gold / Brass;124;;;
22953/01/12;5411212220806;Lucide TUBE - Ceiling spotlight - 1xGU10 - Satin Chrome;90;;;
22953/01/30;5411212221285;Lucide TUBE - Ceiling spotlight - 1xGU10 - Black;161;01.06.2022;;
22953/01/31;5411212220813;Lucide TUBE - Ceiling spotlight - 1xGU10 - White;221;;;
22953/02/30;5411212221292;Lucide TUBE - Ceiling spotlight - 2xGU10 - Black;58;01.06.2022;;
22953/02/31;5411212220950;Lucide TUBE - Ceiling spotlight - 2xGU10 - White;77;01.06.2022;;
22954/01/12;5411212220868;Lucide TUBE - Recessed spotlight - Ø 9 cm - 1xGU10 - Satin Chrome;45;;;
22954/01/30;5411212221308;Lucide TUBE - Recessed spotlight - Ø 9 cm - 1xGU10 - Black;176;20.07.2022;;
22954/01/31;5411212220875;Lucide TUBE - Recessed spotlight - Ø 9 cm - 1xGU10 - White;161;;;
22955/01/12;5411212220882;Lucide TUBE - Recessed spotlight - 1xGU10 - Satin Chrome;39;01.06.2022;;
22955/01/30;5411212221179;Lucide TUBE - Recessed spotlight - 1xGU10 - Black;4;01.06.2022;;
22955/01/31;5411212220899;Lucide TUBE - Recessed spotlight - 1xGU10 - White;170;01.06.2022;;
22958/01/30;5411212221186;Lucide EMBED - Recessed spotlight - Ø 9,1 cm - 1xGU10 - Black;610;;;
22959/01/30;5411212221193;Lucide EMBED - Recessed spotlight - 1xGU10 - Black;885;01.06.2022;;
22959/02/30;5411212221261;Lucide EMBED - Recessed spotlight - 2xGU10 - Black;220;01.06.2022;;
22962/01/30;5411212221438;Lucide AVEN - Ceiling spotlight Bathroom - Ø 9 cm - 1xGU10 - IP65 - Black;677;01.06.2022;;
22962/01/31;5411212221445;Lucide AVEN - Ceiling spotlight Bathroom - Ø 9 cm - 1xGU10 - IP65 - White;327;01.06.2022;;
22963/01/30;5411212221452;Lucide AVEN - Ceiling spotlight Bathroom - 1xGU10 - IP65 - Black;35;01.06.2022;;
22963/01/31;5411212221469;Lucide AVEN - Ceiling spotlight Bathroom - 1xGU10 - IP65 - White;143;01.06.2022;;
22965/01/30;5411212221506;Lucide BIDO - Ceiling spotlight - Ø 8 cm - 1xGU10 - Black;86;01.06.2022;;
22965/01/31;5411212221513;Lucide BIDO - Ceiling spotlight - Ø 8 cm - 1xGU10 - White;65;01.06.2022;;
22966/01/30;5411212221520;Lucide BIDO - Ceiling spotlight - 1xGU10 - Black;133;;;
22966/01/31;5411212221537;Lucide BIDO - Ceiling spotlight - 1xGU10 - White;84;01.06.2022;;
22966/02/30;5411212221544;Lucide BIDO - Ceiling spotlight - 2xGU10 - Black;122;;;
22966/02/31;5411212221551;Lucide BIDO - Ceiling spotlight - 2xGU10 - White;160;;;
22968/12/30;5411212221391;Lucide DORIAN - Ceiling spotlight - LED Dim to warm - GU10 - 1x12W 2200K/3000K - Black;128;;;
22968/24/30;5411212221407;Lucide DORIAN - Ceiling spotlight - LED Dim to warm - GU10 - 2x12W 2200K/3000K - Black;102;;;
22968/36/30;5411212221414;Lucide DORIAN - Ceiling spotlight - LED Dim to warm - GU10 - 3x12W 2200K/3000K - Black;93;;;
22969/12/30;5411212221315;Lucide GRIFFON - Ceiling spotlight - LED Dim to warm - GU10 - 1x12W 2200K/3000K - Black;51;;;
22969/12/31;5411212221322;Lucide GRIFFON - Ceiling spotlight - LED Dim to warm - GU10 - 1x12W 2200K/3000K - White;49;;;
22969/24/30;5411212221339;Lucide GRIFFON - Ceiling spotlight - LED Dim to warm - GU10 - 2x12W 2200K/3000K - Black;47;01.06.2022;;
22969/24/31;5411212221346;Lucide GRIFFON - Ceiling spotlight - LED Dim to warm - GU10 - 2x12W 2200K/3000K - White;30;10.06.2022;;
22973/06/99;5411212221476;Lucide BINKY LED - Recessed spotlight Bathroom - Ø 8,8 cm - LED Dim. - 1x7W 3000K - IP65 - Black;278;;;
23208/31/30;5411212231284;Lucide CUBO - Wall light - 1xG9 - Black;62;;;
23252/01/30;5411212233646;Lucide XERA - Wall light - Ø 8 cm - 1xG9 - Black;237;01.06.2022;;
23252/01/31;5411212233653;Lucide XERA - Wall light - Ø 8 cm - 1xG9 - White;233;01.06.2022;;
23253/01/30;5411212233660;Lucide XERA - Wall light - 1xG9 - Black;481;01.06.2022;;
23253/01/31;5411212233677;Lucide XERA - Wall light - 1xG9 - White;117;01.06.2022;;
23254/01/30;5411212233684;Lucide XERA - Wall light - 1xG9 - Black;997;01.06.2022;;
23254/01/31;5411212233691;Lucide XERA - Wall light - 1xG9 - White;200;01.06.2022;;
23262/05/30;5411212234162;Lucide WYGO - Wall light - LED Dim. - 1x6W 2700K - Black;40;;;
23451/30/30;5411212234261;Lucide IZAK - Pendant light - LED Dim. - 4x8W 2700K - Black;37;;;
23460/30/12;5411212234100;Lucide SIGMA - Pendant light - LED Dim. - 1x31W 2700K - Satin Chrome;0;;;Liquidation
23460/30/31;5411212234117;Lucide SIGMA - Pendant light - LED Dim. - 1x31W 2700K - White;9;;;
23460/33/31;5411212234131;Lucide SIGMA - Pendant light - LED Dim. - 1x36W 2700K - White;38;;;
23461/30/30;5411212234148;Lucide SIGMA - Pendant light - LED Dim. - 1x31W 2700K - Black;87;;;
23461/34/30;5411212234155;Lucide SIGMA - Pendant light - LED Dim. - 1x36W 2700K - Black;31;;;
23650/12/30;5411212234285;Lucide AGENA - Desk lamp - LED Dim. - 1x12W 2700K - Black;61;;;
23731/24/30;5411212234346;Lucide DOME - Floor lamp - LED Dim. - GU10 - 2x12W 3000K - Black;78;;;New Phase 2
23750/15/30;5411212234292;Lucide AGENA - Floor reading lamp - LED Dim. - 1x14,5W 2700K - Black;30;20.07.2022;;
23954/06/30;5411212234179;Lucide XYRUS - Ceiling spotlight - Ø 9 cm - LED Dim to warm - GU10 - 1x5W 2200K/3000K - Black;124;;;
23954/06/31;5411212234186;Lucide XYRUS - Ceiling spotlight - Ø 9 cm - LED Dim to warm - GU10 - 1x5W 2200K/3000K - White;73;;;
23954/11/30;5411212234193;Lucide XYRUS - Ceiling spotlight - LED Dim to warm - GU10 - 2x5W 2200K/3000K - Black;81;;15.05.2022;
23954/11/31;5411212234209;Lucide XYRUS - Ceiling spotlight - LED Dim to warm - GU10 - 2x5W 2200K/3000K - White;67;;15.05.2022;
23954/21/30;5411212234216;Lucide XYRUS - Ceiling spotlight - LED Dim to warm - GU10 - 4x5W 2200K/3000K - Black;88;01.06.2022;;
23954/21/31;5411212234223;Lucide XYRUS - Ceiling spotlight - LED Dim to warm - GU10 - 4x5W 2200K/3000K - White;46;10.07.2022;;
23954/31/30;5411212234230;Lucide XYRUS - Ceiling spotlight - LED Dim to warm - GU10 - 6x5W 2200K/3000K - Black;30;;;
23954/31/31;5411212234247;Lucide XYRUS - Ceiling spotlight - LED Dim to warm - GU10 - 6x5W 2200K/3000K - White;46;;;
24400/15/96;5411212241849;Lucide MARGARY - Pendant light - Ø 28 cm - LED - 3x4,3W 2700K - Coffee;98;;;
24400/30/96;5411212241856;Lucide MARGARY - Pendant light - LED - 5x22W 2700K - Coffee;249;;;
24401/21/30;5411212241863;Lucide TUBULE - Pendant light - Ø 26 cm - LED - 3x7W 2700K - Black;72;;;
24401/35/30;5411212241870;Lucide TUBULE - Pendant light - LED - 5x1,4W 2700K - Black;64;;01.04.2022;
24402/15/30;5411212241894;Lucide MARGARY - Pendant light - Ø 28 cm - LED Dim. - 3x4,3W 2700K - Black;0;;15.05.2022;New Phase 1
24402/15/96;5411212241887;Lucide MARGARY - Pendant light - Ø 28 cm - LED Dim. - 3x4,3W 2700K - Coffee;0;;15.05.2022;New Phase 1
24402/30/30;5411212241917;Lucide MARGARY - Pendant light - LED Dim. - 5x22W 2700K - Black;0;;15.05.2022;New Phase 1
24402/30/96;5411212241900;Lucide MARGARY - Pendant light - LED Dim. - 5x22W 2700K - Coffee;0;;15.05.2022;New Phase 1
24656/10/30;5411212241818;Lucide VARIO LED - Desk lamp - LED Dim. - 1x8W 6000K - Black;101;10.07.2022;;
24656/10/31;5411212241825;Lucide VARIO LED - Desk lamp - LED Dim to warm - 1x8W 2700K/6000K - White;46;10.07.2022;;
24657/10/30;5411212241832;Lucide PRACTICO - Desk lamp - LED Dim to warm - 1x11W 2700K/6000K - Black;102;;;
25401/45/65;5411212250810;Lucide GLORIO - Pendant light - Ø 45 cm - 1xE27 - Smoke Grey;30;;;
25402/32/65;5411212250971;Lucide GLORIO - Pendant light - Ø 32 cm - 1xE27 - Black;39;;;New Phase 2
25402/45/65;5411212250988;Lucide GLORIO - Pendant light - Ø 45 cm - 1xE27 - Black;41;;;New Phase 2
25405/20/60;5411212250872;Lucide JAZZLYNN - Pendant light - Ø 20 cm - 1xE27 - Transparant;43;;;
25405/20/65;5411212250889;Lucide JAZZLYNN - Pendant light - Ø 20 cm - 1xE27 - Smoke Grey;1;;;Liquidation
25405/30/60;5411212250896;Lucide JAZZLYNN - Pendant light - Ø 30 cm - 1xE27 - Transparant;83;;;
25405/30/65;5411212250902;Lucide JAZZLYNN - Pendant light - Ø 30 cm - 1xE27 - Smoke Grey;0;;;Liquidation
25405/40/60;5411212250919;Lucide JAZZLYNN - Pendant light - Ø 40 cm - 1xE27 - Transparant;72;;;
25405/40/65;5411212250926;Lucide JAZZLYNN - Pendant light - Ø 40 cm - 1xE27 - Smoke Grey;0;;;Liquidation
25406/01/30;5411212250933;Lucide FERN - Pendant light - Ø 28 cm - 1xE27 - Black;23;;;
25407/01/30;5411212250940;Lucide FERN - Pendant light - Ø 20 cm - 1xE27 - Black;5;;;
25408/01/30;5411212250957;Lucide FERN - Pendant light - Ø 20 cm - 1xE27 - Black;122;;;
25409/01/30;5411212250964;Lucide FERN - Pendant light - Ø 20 cm - 1xE27 - Black;31;;;
25501/45/65;5411212250865;Lucide GLORIO - Table lamp - Ø 45 cm - 1xE27 - Smoke Grey;60;;;
25502/32/65;5411212250995;Lucide GLORIO - Table lamp - Ø 32 cm - 1xE27 - Black;40;;;New Phase 2
25702/45/65;5411212251008;Lucide GLORIO - Floor lamp - Ø 45 cm - 1xE27 - Black;40;;;New Phase 2
26500/05/02;5411212262646;Lucide TURBIN - Table lamp - Ø 10,6 cm - LED - 1x5W 3000K - Matt Gold / Brass;0;;01.04.2022;
26500/05/30;5411212262653;Lucide TURBIN - Table lamp - Ø 10,6 cm - LED - 1x5W 3000K - Black;0;20.07.2022;01.04.2022;
26500/05/36;5411212262660;Lucide TURBIN - Table lamp - Ø 10,6 cm - LED - 1x5W 3000K - Grey;0;01.06.2022;;
26501/03/12;5411212262714;Lucide TRIBUN - Table lamp - Ø 9 cm - LED Dim. - 1x3W 3000K - 3 StepDim - Satin Chrome;23;;01.04.2022;
26501/03/30;5411212262721;Lucide TRIBUN - Table lamp - Ø 9 cm - LED Dim. - 1x3W 3000K - 3 StepDim - Black;133;;;
26956/05/17;5411212262233;Lucide RIDE-LED - Ceiling spotlight - Ø 10 cm - LED Dim. - GU10 - 1x5W 3000K - Copper;131;;;
26956/10/17;5411212262240;Lucide RIDE-LED - Ceiling spotlight - LED Dim. - GU10 - 2x5W 3000K - Copper;82;;;
26956/15/17;5411212262257;Lucide RIDE-LED - Ceiling spotlight - Ø 25 cm - LED Dim. - GU10 - 3x5W 3000K - Copper;131;;;
26956/20/17;5411212262264;Lucide RIDE-LED - Ceiling spotlight - LED Dim. - GU10 - 4x5W 3000K - Copper;97;;;
26957/05/12;5411212262561;Lucide LENNERT - Ceiling spotlight - LED Dim. - GU10 - 1x5W 3000K - Satin Chrome;77;;;
26957/05/30;5411212262578;Lucide LENNERT - Ceiling spotlight - LED Dim. - GU10 - 1x5W 3000K - Black;96;;;
26957/10/12;5411212262585;Lucide LENNERT - Ceiling spotlight - LED Dim. - GU10 - 2x5W 3000K - Satin Chrome;73;;;
26957/10/30;5411212262592;Lucide LENNERT - Ceiling spotlight - LED Dim. - GU10 - 2x5W 3000K - Black;58;;;
26957/15/12;5411212262608;Lucide LENNERT - Ceiling spotlight - LED Dim. - GU10 - 3x5W 3000K - Satin Chrome;43;;;
26957/15/30;5411212262615;Lucide LENNERT - Ceiling spotlight - LED Dim. - GU10 - 3x5W 3000K - Black;62;;;
26957/20/12;5411212262622;Lucide LENNERT - Ceiling spotlight - LED Dim. - GU10 - 4x5W 3000K - Satin Chrome;86;;;
26957/20/30;5411212262639;Lucide LENNERT - Ceiling spotlight - LED Dim. - GU10 - 4x5W 3000K - Black;55;;;
26958/05/30;5411212262677;Lucide LENNERT - Ceiling spotlight Bathroom - LED Dim. - GU10 - 1x5W 3000K - IP44 - Black;336;01.06.2022;;
26958/10/30;5411212262684;Lucide LENNERT - Ceiling spotlight Bathroom - LED Dim. - GU10 - 2x5W 3000K - IP44 - Black;227;01.06.2022;;
26958/15/30;5411212262691;Lucide LENNERT - Ceiling spotlight Bathroom - LED Dim. - GU10 - 3x5W 3000K - IP44 - Black;185;;;
26958/20/30;5411212262707;Lucide LENNERT - Ceiling spotlight Bathroom - LED Dim. - GU10 - 4x5W 3000K - IP44 - Black;131;01.06.2022;;
26992/24/12;5411212262301;Lucide KOLLA LED - Ceiling spotlight - LED - G9 - 8x2W 3000K - Satin Chrome;14;;;Liquidation
26994/05/31;5411212261960;Lucide RILOU - Ceiling spotlight - LED Dim. - GU10 - 1x5W 3000K - White;36;01.06.2022;01.04.2022;
26994/10/31;5411212261977;Lucide RILOU - Ceiling spotlight - LED Dim. - GU10 - 2x5W 3000K - White;0;01.06.2022;01.04.2022;
26994/15/31;5411212261984;Lucide RILOU - Ceiling spotlight - LED Dim. - GU10 - 3x5W 3000K - White;18;01.06.2022;01.04.2022;
26994/20/31;5411212261991;Lucide RILOU - Ceiling spotlight - LED Dim. - GU10 - 4x5W 3000K - White;79;;01.04.2022;
27100/02/30;5411212271709;Lucide CARLYN - Flush ceiling light Bathroom - 2xE14 - IP54 - Black;176;01.06.2022;;
27100/02/31;5411212271716;Lucide CARLYN - Flush ceiling light Bathroom - 2xE14 - IP54 - White;74;;;
27105/01/30;5411212272065;Lucide LAURENS - Flush ceiling light Outdoor - 1xE27 - IP54 - Black;0;30.06.2022;;New Phase 1
27107/01/30;5411212272034;Lucide VOLANTIS - Ceiling spotlight Outdoor - Ø 10,8 cm - 1xE27 - IP54 - Black;0;01.06.2022;;New Phase 1
27120/06/30;5411212271808;Lucide RAYEN - Ceiling spotlight Bathroom - Ø 10 cm - LED - 1x6W 3000K - IP65 - Black;0;01.06.2022;;
27200/01/30;5411212271723;Lucide CARLYN - Wall light Bathroom - 1xE14 - IP54 - Black;124;01.06.2022;;
27200/01/31;5411212271730;Lucide CARLYN - Wall light Bathroom - 1xE14 - IP54 - White;0;05.06.2022;;
27220/12/30;5411212271815;Lucide RAYEN - Wall spotlight Bathroom - LED - 1x12W 3000K - IP65 - Black;0;01.06.2022;;
27500/02/29;5411212271785;Lucide LA DONNA - Table lamp Outdoor - Ø 19,7 cm - LED Dim. - 1x2W 2700K - IP54 - 3 StepDim - Anthracite;66;01.06.2022;;
27500/02/31;5411212271778;Lucide LA DONNA - Table lamp Outdoor - Ø 19,7 cm - LED Dim. - 1x2W 2700K - IP54 - 3 StepDim - White;102;20.06.2022;;
27800/01/29;5411212271945;Lucide SPHERE - Pendant light Outdoor - Ø 10,2 cm - LED Dim. - 1x20W 2700K - IP54 - Anthracite;0;01.06.2022;;New Phase 1
27800/01/31;5411212271952;Lucide SPHERE - Pendant light Outdoor - Ø 10,2 cm - LED Dim. - 1x20W 2700K - IP54 - White;0;01.06.2022;;New Phase 1
27801/01/29;5411212271969;Lucide PYRAMID - Table lamp Outdoor - LED Dim. - 1x2W 2700K - IP54 - Anthracite;0;01.06.2022;;New Phase 1
27802/01/29;5411212271976;Lucide NAVI - Wall light Outdoor - 1xE27 - IP54 - Anthracite;0;01.06.2022;;New Phase 1
27802/90/29;5411212271983;Lucide NAVI - Bollard light Outdoor - Ø 12 cm - 1xE27 - IP54 - Anthracite;0;01.06.2022;;New Phase 1
27803/01/29;5411212271990;Lucide WIZARD - Wall light Outdoor - LED Dim. - 1xGU10 - IP54 - Anthracite;0;01.06.2022;;New Phase 1
27804/01/29;5411212272003;Lucide CAGE - Wall light Outdoor - LED - 1xE27 - IP44 - Anthracite;0;01.06.2022;;New Phase 1
27805/01/30;5411212272010;Lucide LAURENS - Wall light Outdoor - 1xE27 - IP54 - Black;0;01.06.2022;;New Phase 1
27805/50/30;5411212272072;Lucide LAURENS - Bollard light Outdoor - 1xE27 - IP54 - Black;0;30.06.2022;;New Phase 1
27806/01/30;5411212272027;Lucide LAURENS - Wall light Outdoor - 1xE27 - IP54 - Black;0;01.06.2022;;New Phase 1
27807/01/30;5411212272041;Lucide VOLANTIS - Wall spotlight Outdoor - 1xE27 - IP54 - Black;0;01.06.2022;;New Phase 1
27807/02/30;5411212272058;Lucide VOLANTIS - Wall spotlight Outdoor - 2xE27 - IP54 - Black;0;01.06.2022;;New Phase 1
27815/10/29;5411212271822;Lucide ROXANE - Flush ceiling light Bathroom - Ø 25 cm - LED - 1x13W 2700K - IP54 - Anthracite;171;;;
27816/10/29;5411212271839;Lucide ROXANE - Flush ceiling light Bathroom - LED - 1x12W 2700K - IP54 - Anthracite;106;30.06.2022;;
27817/07/29;5411212271846;Lucide BRAN - Wall spotlight Outdoor - LED Dim. - 1x8W 2700K - IP54 - Anthracite;41;;;
27818/09/30;5411212272089;Lucide LAREDO - Wall light Outdoor - LED - 1x9W 2700K - IP54 - Black;0;05.07.2022;;New Phase 1
27821/01/30;5411212272119;Lucide GARLAND - Flush ceiling light Outdoor - Ø 15,1 cm - 1xE27 - IP44 - Black;0;05.07.2022;;New Phase 1
27822/01/30;5411212272126;Lucide GARLAND - Wall light Outdoor - 1xE27 - IP44 - Black;0;05.07.2022;;New Phase 1
27823/38/30;5411212272133;Lucide GARLAND - Table lamp Outdoor - Ø 15,1 cm - 1xE27 - IP44 - Black;0;05.07.2022;;New Phase 1
27823/56/30;5411212272140;Lucide GARLAND - Table lamp Outdoor - Ø 15,1 cm - 1xE27 - IP44 - Black;0;05.07.2022;;New Phase 1
27824/01/30;5411212272157;Lucide GARLAND - Pendant light Outdoor - Ø 15,1 cm - 1xE27 - IP44 - Black;0;05.07.2022;;New Phase 1
27837/01/30;5411212272096;Lucide TULSA - Wall light Outdoor - 1xE27 - IP44 - Black;0;30.06.2022;;New Phase 1
27838/01/30;5411212272102;Lucide MICHA - Wall light Outdoor - 1xE27 - IP44 - Black;0;30.06.2022;;New Phase 1
27849/02/29;5411212271853;Lucide POWERPOINT - Outdoor socket column - Sockets with pin earth - Type E - FR, BE, POL, SVK & CZE standard - Ø 10 cm - IP44 - Anthracite;4;01.06.2022;08.04.2022;
27849/12/29;5411212271891;Lucide POWERPOINT - Outdoor socket column ? Sockets with earth connection ? Type F - EUR/RUS standard - Ø 10 cm - IP44 ? Anthracite;4;;08.04.2022;
27853/01/30;5411212270863;Lucide DIMO - Wall light Outdoor - 1xE27 - IP54 - Anthracite;153;29.06.2022;08.04.2022;
27853/01/97;5411212270870;Lucide DIMO - Wall light Outdoor - 1xE27 - IP54 - Rust Brown;47;29.06.2022;;
27863/02/30;5411212271044;Lucide BOOGY - Wall spotlight Outdoor - 2xGU10 - IP44 - Black;138;;;
27863/02/97;5411212271051;Lucide BOOGY - Wall spotlight Outdoor - 2xGU10 - IP44 - Rust Brown;200;;;
27870/01/30;5411212271204;Lucide TUBIX - Ceiling spotlight Outdoor - Ø 10,8 cm - 1xE27 - IP54 - Anthracite;274;;;
27870/01/31;5411212271211;Lucide TUBIX - Ceiling spotlight Outdoor - Ø 10,8 cm - 1xE27 - IP54 - White;63;;08.04.2022;
27874/25/30;5411212271280;Lucide COMBO - Bollard light Outdoor - Ø 9 cm - LED - 1x9W 3000K - IP54 - Black;81;20.07.2022;;
27874/45/30;5411212271297;Lucide COMBO - Bollard light Outdoor - Ø 9 cm - LED - 1x9W 3000K - IP54 - Black;40;20.06.2022;;
27874/65/30;5411212271303;Lucide COMBO - Bollard light Outdoor - Ø 9 cm - LED - 1x9W 3000K - IP54 - Black;89;;;
27879/06/30;5411212271440;Lucide CADRA - Wall light Outdoor - LED - 1x8W 3000K - IP54 - Black;5;;;Liquidation
27880/08/30;5411212271457;Lucide YUPLA - Wall light Outdoor - LED - 4x2W 3000K - IP54 - Black;0;;;Liquidation
27881/06/30;5411212271464;Lucide THESI LED - Wall light Outdoor - LED - 1x8W 3000K - IP54 - Black;44;01.06.2022;;
27882/05/30;5411212271471;Lucide SPIKE - Garden spotlight Outdoor - LED Dim. - GU10 - 1x5W 3000K - IP54 - Black;165;01.06.2022;;
27883/01/30;5411212271488;Lucide CLAIRE - Wall light Outdoor - 1xE27 - IP54 - Anthracite;226;;;
27883/02/30;5411212271495;Lucide CLAIRE - Wall light Outdoor - 2xE27 - IP54 - Anthracite;302;;;
27883/11/30;5411212271563;Lucide CLAIRE - Wall light Outdoor - 1xE27 - IP54 - Anthracite;379;;;
27883/25/30;5411212271501;Lucide CLAIRE - Bollard light Outdoor - 1xE27 - IP54 - Anthracite;108;15.07.2022;;
27883/50/30;5411212271518;Lucide CLAIRE - Bollard light Outdoor - 1xE27 - IP54 - Anthracite;43;20.07.2022;;
27885/01/30;5411212271549;Lucide CLAIRE MINI - Wall light Outdoor - 1xE27 - IP54 - Anthracite;291;;;
27885/02/30;5411212271556;Lucide CLAIRE - Wall light Outdoor - 2xE27 - IP54 - Anthracite;155;;;
27888/04/30;5411212271921;Lucide JUSTIN - Table lamp Outdoor - Ø 11 cm - LED Dim. - 1x2,2W 3000K - IP54 - 3 StepDim - Black;0;05.06.2022;08.04.2022;
27888/04/31;5411212271938;Lucide JUSTIN - Table lamp Outdoor - Ø 11 cm - LED Dim. - 1x2,2W 3000K - IP54 - 3 StepDim - White;0;;08.04.2022;
27888/05/30;5411212271860;Lucide JUSTIN - Floor lamp Outdoor - LED Dim. - 1x4,5W 3000K - IP54 - Black;70;;;
27888/07/30;5411212271877;Lucide JUSTIN - Wall light Outdoor - LED Dim. - 1x7W 3000K - IP65 - Black;0;29.06.2022;;
27891/02/30;5411212271631;Lucide TENSO SOLAR - Wall light Outdoor - LED - 1x2,2W 3000K - IP54 - Anthracite;102;;;
27892/02/30;5411212271648;Lucide TENSO SOLAR - Bollard light Outdoor - LED - 1x2,2W 3000K - IP54 - Anthracite;116;;;
27893/05/29;5411212271655;Lucide TATUM - Garden spotlight Outdoor - LED - 1x5W 3000K - IP65 - Anthracite;90;;;
27894/05/29;5411212271662;Lucide TATUM - Garden spotlight Outdoor - LED - 1x5W 3000K - IP65 - Anthracite;52;29.06.2022;;
27895/05/29;5411212271679;Lucide TATUM - Bollard light Outdoor - LED - 1x5W 3000K - IP65 - Anthracite;47;15.07.2022;;
27896/12/29;5411212271686;Lucide MANAL - Wall spotlight Outdoor - LED - 1x13W 3000K - IP65 - Anthracite;33;20.07.2022;;
27897/12/29;5411212271693;Lucide MANAL - Garden spotlight Outdoor - LED - 1x13W 3000K - IP65 - Anthracite;87;;;
27899/03/29;5411212271792;Lucide DIGIT - Wall light Outdoor - LED - 1x5W 2700K - IP54 - Anthracite;878;;;
28112/30/30;5411212281128;Lucide CERES-LED - Flush ceiling light Bathroom - Ø 21,5 cm - LED Dim. - 1x30W 3000K - IP44 - Black;0;01.06.2022;01.04.2022;
