"Item number","Product name (English)",Category,"Web category",Colli,box,"Country of origin","Related products","Last updated",Status,Inventory,"Inventory incl. future deliveries","Date available","Must be assembled","Master box length (cm)","Master box width (cm)","Master box height (cm)","Product box length (cm)","Product box width (cm)","Product box height (cm)",CBM,"CBM - Product","Suitable for package shipment","Wholesale price (EUR)","Retail price (EUR)",EAN,Materials,FSC,Colour,Size,"Net weight (g)","Gross weight (g)","Wattage (W)",Socket,"CE approved","CCC approved","Longevity (hrs)",Kelvin,"Cable length (cm)",Dimmable,"Incl. Bulb",Battery,"Image URL",Packshots01,Packshots02,Packshots03,Packshots04,Packshots05,Packshots06,Packshots07,Packshots08,Packshots09,Packshots10,Close-ups01,Close-ups02,Close-ups03,Close-ups04,Close-ups05,Close-ups06,Close-ups07,Close-ups08,Close-ups09,Close-ups10,Styleshots01,Styleshots02,Styleshots03,Styleshots04,Styleshots05,Styleshots06,Styleshots07,Styleshots08,Styleshots09,Styleshots10,"Plug type",Connection,"Link - CE certificate",Diameter
021112,"Niche Side Table Square","Furniture,General,Tables","Tables - Side tables,Tables - Bedside tables",2,1,China,,"31.01.2022 23:05",Active,141,341,31.01.2022,Yes,48,31,43,48,31,43,"0,064","0,064",Yes,"53,00","140,00",5712772072387,"Glass,Iron",No,Blue,40x34xh39cm,2.800,3.800,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021112.jpg,https://images.hubsch-interior.com/images/021112.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_123.jpg,,,,,,,,,,,,,0
021113F,"Norm Wall Shelf 2 Shelves","General,Shelf units,Wood","Shelf units & storage - Shelves",2,1,China,,"31.01.2022 23:05","To be discontinued",0,269,22.04.2022,No,43,22,43,43,22,43,"0,041","0,041",Yes,"56,00","150,00",5712772107980,"Ash wood,Eucalyptus Wood,Iron",Yes,Black,43x15xh40cm,2.300,2.900,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021113F.jpg,https://images.hubsch-interior.com/images/021113F.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
021114,"Fold Shelf Double","General,Shelf units","Shelf units & storage - Shelves",2,1,China,,"31.01.2022 23:05","To be discontinued",47,227,31.01.2022,Yes,65,23,40,65,23,40,"0,060","0,060",Yes,"56,00","150,00",5712772072400,Iron,No,Grey,60x20xh35cm,2.500,5.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021114.jpg,https://images.hubsch-interior.com/images/021114.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_169.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_138.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_066.jpg,,,,,,,,,,,0
021115,"Divide Shelf Unit Grey","General,Furniture,Shelf units,Wood","Shelf units & storage - Shelf units",2,1,China,,"31.01.2022 23:05","To be discontinued",41,41,31.01.2022,Yes,82,82,595,82,82,60,"4,001","4,001",Yes,"530,00","1.149,00",5712772072417,"Ash wood,Glass,Iron",No,Grey,149x39xh145cm,46.100,56.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021115.jpg,https://images.hubsch-interior.com/images/021115.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_144.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_160.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_178.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_147.jpg,,,,,,,,,,0
021116,"Glance Tray","General,Kitchen","Kitchen accessories - Trays",4,4,China,,"31.01.2022 23:05","To be discontinued",178,178,31.01.2022,No,41,41,35,40,40,8,"0,059","0,015",Yes,"41,00","110,00",5712772072424,"Glass,Iron",No,"Blue,Pink",ø35xh3cm,2.160,2.370,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021116.jpg,https://images.hubsch-interior.com/images/021116.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_172.jpg,,,,,,,,,,,,,35
021117,"Arch Wall Mirror",General,"Mirrors - Wall mirrors,Pottery & Watering cans - Hanging pots",4,4,China,,"31.01.2022 23:05","To be discontinued",581,581,31.01.2022,No,63,26,42,40,25,15,"0,069","0,017",Yes,"35,50","92,00",5712772072431,Iron,No,Blue,20x10xh35cm,4.800,7.300,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021117.jpg,https://images.hubsch-interior.com/images/021117.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_131.jpg,,,,,,,,,,,,,0
021118,"Pond Table Black","Furniture,General,Tables","Tables - Coffee tables",2,1,China,,"31.01.2022 23:05","To be discontinued",97,97,31.01.2022,Yes,83,82,9,83,82,9,"0,061","0,061",Yes,"175,00","420,00",5712772072448,"Glass,Iron",No,Black,ø80xh45cm,11.800,13.100,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021118.jpg,https://images.hubsch-interior.com/images/021118.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_102.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_111.jpg,,,,,,,,,,,,80
021119,"Apply Rack W60","Furniture,General","Wardrobe - Racks,Shelf units & storage - Drying & Clothes Racks",2,1,China,,"31.01.2022 23:05",Active,181,181,31.01.2022,No,120,55,20,120,55,20,"0,132","0,132",Yes,"96,00","230,00",5712772072752,Iron,No,Black,60x72xh157cm,8.000,8.800,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021119.jpg,https://images.hubsch-interior.com/images/021119.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_013.jpg,,,,,,,,,,,,,0
021125,"Haze Lounge Chair Brown","Chairs,Fabric furniture,General,Wood","Seating - Lounge chairs",2,1,China,,"31.01.2022 23:05",Active,24,184,31.01.2022,Yes,87,71,74,87,71,74,"0,457","0,457",Yes,"370,00","809,00",5712772112458,"Oak wood,PU leather",Yes,"Brown,Nature",80x64xh71cm,10.800,13.800,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021125.jpg,https://images.hubsch-interior.com/images/021125.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/021125_cu_ss21_02.jpg,https://images.hubsch-interior.com/images/021125_cu_ss21_01.jpg,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_034.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_067.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_002.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_060.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_110.jpg,,,,,,,,,0
021126,"Haze Lounge Chair Grey","Chairs,Fabric furniture,General,Wood","Seating - Lounge chairs",2,1,China,,"31.01.2022 23:05",Active,27,128,31.01.2022,Yes,87,71,74,87,71,74,"0,457","0,457",Yes,"370,00","809,00",5712772112489,"Oak wood,Polyester (100%)",Yes,"Grey,Nature",80x64xh71cm,10.800,13.800,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021126.jpg,https://images.hubsch-interior.com/images/021126.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/021126_cu_ss21_02.jpg,https://images.hubsch-interior.com/images/021126_cu_ss21_01.jpg,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_031.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_018.jpg,,,,,,,,,,,,0
021201,"Duo Cushion Amber","General,Textiles,TextilesFilled","Textiles - Cushions",4,60,China,,"31.01.2022 23:05",Active,321,321,31.01.2022,No,62,42,22,62,42,22,"0,057","0,001",Yes,"20,50","57,00",5712772103395,"Polyester (95%)",No,Amber,60x40cm,1.300,1.400,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021201.jpg,https://images.hubsch-interior.com/images/021201.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/021201_ps_04.jpg,https://images.hubsch-interior.com/images/021201_ps_03.jpg,https://images.hubsch-interior.com/images/021201_ps_01.jpg,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_101.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_028.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_111.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_151.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_095.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_087.jpg,,,,,,,,0
021202,"Duo Cushion Sand","General,Textiles,TextilesFilled","Textiles - Cushions",4,60,China,,"31.01.2022 23:05",Active,296,296,31.01.2022,No,62,42,22,62,42,22,"0,057","0,001",Yes,"20,50","57,00",5712772103425,"Polyester (95%)",No,Sand,60x40cm,1.300,1.400,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021202.jpg,https://images.hubsch-interior.com/images/021202.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/021202_ps_04.jpg,https://images.hubsch-interior.com/images/021202_ps_03.jpg,https://images.hubsch-interior.com/images/021202_ps_02.jpg,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_101.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_069.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_100.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_095.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_042.jpg,,,,,,,,,0
021203,"Speckle Cushion Sand/Orange","General,Textiles,TextilesFilled","Textiles - Cushions",4,40,China,,"31.01.2022 23:05",Active,79,879,31.01.2022,No,62,62,19,62,62,19,"0,073","0,002",Yes,"22,00","62,00",5712772103456,"Polyester (95%)",No,"Sand,Orange",60x60cm,1.300,1.400,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021203.jpg,https://images.hubsch-interior.com/images/021203.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/021203_ps_02.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_016.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_071.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_147.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_069.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_042.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_153.jpg,,,,,,,,0
021204,"Speckle Cushion Blue/Sand","General,Textiles,TextilesFilled","Textiles - Cushions",4,40,China,,"31.01.2022 23:05",Active,112,912,31.01.2022,No,62,62,19,62,62,19,"0,073","0,002",Yes,"22,00","62,00",5712772103487,"Polyester (95%)",No,"Blue,Sand",60x60cm,1.300,1.395,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021204.jpg,https://images.hubsch-interior.com/images/021204.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/021204_ps_02.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_016.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_104.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_143.jpg,,,,,,,,,,,0
021205,"Duo Cushion Purple/Red","General,Textiles,TextilesFilled","Textiles - Cushions",4,60,China,,"31.01.2022 23:05",Active,182,602,31.01.2022,No,62,42,22,62,42,22,"0,057","0,001",Yes,"20,50","57,00",5712772103517,"Polyester (95%)",No,"Purple,Red",60x40cm,1.300,1.400,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021205.jpg,https://images.hubsch-interior.com/images/021205.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/021205_ps_03.jpg,https://images.hubsch-interior.com/images/021205_ps_02.jpg,https://images.hubsch-interior.com/images/021205_ps_04.jpg,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_078.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_018.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_068.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_104.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_016.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_121.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_042.jpg,,,,,,,0
021206,"Duo Cushion Sand/Green","General,Textiles,TextilesFilled","Textiles - Cushions",4,60,China,,"31.01.2022 23:05",Active,99,99,31.01.2022,No,62,42,22,62,42,22,"0,057","0,001",Yes,"20,50","57,00",5712772103548,"Polyester (95%)",No,Sand/green,60x40cm,1.300,1.400,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021206.jpg,https://images.hubsch-interior.com/images/021206.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/021206_ps_01.jpg,https://images.hubsch-interior.com/images/021206_ps_04.jpg,https://images.hubsch-interior.com/images/021206_ps_03.jpg,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_016.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_151.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_014.jpg,,,,,,,,,,,0
021207,"Poppy Cushion Blue","General,Textiles,TextilesFilled","Textiles - Cushions",4,40,China,,"31.01.2022 23:05",Active,241,241,31.01.2022,No,62,62,19,62,62,19,"0,073","0,002",Yes,"22,00","62,00",5712772103579,"Polyester (95%)",No,Blue,60x60cm,1.300,1.400,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021207.jpg,https://images.hubsch-interior.com/images/021207.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/021207_ps_02.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_128.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_095.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_101.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_016.jpg,,,,,,,,,,0
021208,"Poppy Cushion Yellow","General,Textiles,TextilesFilled","Textiles - Cushions",4,40,China,,"31.01.2022 23:05",Active,1,581,23.05.2022,No,62,62,19,62,62,19,"0,073","0,002",Yes,"22,00","62,00",5712772103609,"Polyester (95%)",No,Yellow,60x60cm,1.300,1.400,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021208.jpg,https://images.hubsch-interior.com/images/021208.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/021208_ps_02.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_001.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_102.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_016.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_143.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_139.jpg,,,,,,,,,0
021209,"Cherry Lounge Chair","Chairs,Fabric furniture,Furniture,General","Seating - Lounge chairs",2,1,China,,"31.01.2022 23:05",Active,77,77,31.01.2022,No,70,58,78,70,58,78,"0,317","0,317",Yes,"235,00","560,00",5712772103630,"Iron,Polyester (100%)",No,"Pink,Red",64x50xh77cm,11.000,12.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021209.jpg,https://images.hubsch-interior.com/images/021209.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw20_194.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_190.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_197.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_043.jpg,,,,,,,,,,0
021210,"Blues Pouf","General,Furniture","Seating - Poufs",2,1,China,,"31.01.2022 23:05","To be discontinued",53,53,31.01.2022,No,100,52,40,100,52,40,"0,208","0,208",Yes,"105,00","250,00",5712772103661,"Polyester (95%)",No,Blue,106x55xh34cm,13.000,14.820,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021210.jpg,https://images.hubsch-interior.com/images/021210.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw20_140.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_152.jpg,,,,,,,,,,,,0
021211,"Cube Pouf Red","General,Furniture","Seating - Poufs",2,1,China,,"31.01.2022 23:05","To be discontinued",2,2,31.01.2022,No,65,63,38,65,63,38,"0,156","0,156",Yes,"57,00","150,00",5712772103692,"Polyester (95%)",No,Red,58x58xh37cm,7.000,8.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021211.jpg,https://images.hubsch-interior.com/images/021211.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_042.jpg,,,,,,,,,,,,,0
021213,"Mist Bench","General,Furniture","Seating - Benches",2,1,China,,"31.01.2022 23:05","To be discontinued",38,38,31.01.2022,Yes,72,43,13,72,43,13,"0,040","0,040",Yes,"62,00","160,00",5712772103753,"Polyester (100%),Steel",No,Grey,70x40xh41cm,8.780,9.780,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021213.jpg,,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw20_182.jpg,,,,,,,,,,,,,0
021214,"Pond Coffee Table","Furniture,General,Tables","Tables - Coffee tables",2,2,China,,"31.01.2022 23:05",Active,226,226,31.01.2022,Yes,90,87,14,85,85,7,"0,110","0,055",Yes,"80,00","190,00",5712772103784,"Glass,Iron",No,Amber,ø80xh35cm,9.000,10.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021214.jpg,https://images.hubsch-interior.com/images/021214.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw20_145.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_053.jpg,,,,,,,,,,,,80
021216,"Norm Shelf Unit","General,Furniture,Shelf units,Wood","Shelf units & storage - Shelf units",2,1,China,,"31.01.2022 23:05","To be discontinued",19,19,31.01.2022,Yes,139,82,21,139,82,21,"0,239","0,239",Yes,"370,00","809,00",5712772103814,"Ash wood,Eucalyptus Wood,Iron",Yes,Black,131x36xh75cm,23.900,26.400,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021216.jpg,https://images.hubsch-interior.com/images/021216.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_057.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_191.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_161.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_163.jpg,,,,,,,,,,0
021217,"Divide Shelf Unit Black","Furniture,General,Shelf units,Wood","Shelf units & storage - Shelf units",2,1,China,,"31.01.2022 23:05",Active,0,93,21.02.2022,Yes,165,87,38,165,87,38,"0,545","0,545",Yes,"430,00","949,00",5712772103845,"Ash wood,Eucalyptus Wood,Iron",Yes,Black,79x32xh160cm,31.000,34.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021217.jpg,https://images.hubsch-interior.com/images/021217.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_154.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_073.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_197.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_173.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_169.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_158.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_033.jpg,,,,,,,0
021218,"String Magazine Holder Black","General,Textiles","Storage - Magazine holders",4,2,China,,"31.01.2022 23:05",Active,346,742,31.01.2022,No,54,42,54,41,26,54,"0,122","0,061",Yes,"57,00","150,00",5712772103876,"Cotton (100%),Iron",No,"Black,Offwhite",43x25xh50cm,2.300,2.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021218.jpg,https://images.hubsch-interior.com/images/021218.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw20_151.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_075.jpg,,,,,,,,,,,,0
021219,"Iris Plant Stand",General,"Pottery & Watering cans - Planters,Pottery & Watering cans - Plant Pots",2,1,China,,"31.01.2022 23:05","To be discontinued",177,202,19.10.2021,No,30,30,104,30,30,104,"0,094","0,094",Yes,"74,00","190,00",5712772103906,Iron,No,"Light grey",ø28xh100cm,5.000,6.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021219.jpg,https://images.hubsch-interior.com/images/021219.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw20_190.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_172.jpg,,,,,,,,,,,,28
021220,"Oblong Planter Orange",General,"Pottery & Watering cans - Planters",2,1,China,,"31.01.2022 23:05","To be discontinued",239,239,31.01.2022,No,61,28,49,61,28,49,"0,084","0,084",Yes,"105,00","250,00",5712772103937,Iron,No,Orange,60x27xh47cm,10.000,11.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021220.jpg,https://images.hubsch-interior.com/images/021220.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_057.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_156.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_113.jpg,,,,,,,,,,,0
021221,"Niche Side Table Terrazzo","Furniture,General,Tables","Tables - Side tables,Tables - Coffee tables",2,1,China,,"31.01.2022 23:05",Active,34,434,31.01.2022,Yes,63,48,13,63,48,13,"0,039","0,039",Yes,"74,00","190,00",5712772103968,"Glass,Iron,Terrazzo",No,"Green,White",42x42xh43cm,10.300,14.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021221.jpg,https://images.hubsch-interior.com/images/021221.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw20_151.jpg,,,,,,,,,,,,,0
021222,"Architect Stool","Furniture,General","Seating - Stools",2,1,China,,"31.01.2022 23:05","To be discontinued",164,164,31.01.2022,Yes,43,43,48,43,43,48,"0,089","0,089",Yes,"53,00","140,00",5712772103999,"Iron,Polyester (100%)",No,Black,ø44xh53cm,2.580,3.580,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021222.jpg,https://images.hubsch-interior.com/images/021222.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_061.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_169.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_172.jpg,,,,,,,,,,,44
021223,"String Wall Magazine Holder Black","General,Textiles","Storage - Magazine holders",4,4,China,,"31.01.2022 23:05",Active,679,679,31.01.2022,No,35,32,35,30,8,34,"0,039","0,010",Yes,"32,50","85,00",5712772104026,"Cotton (100%),Iron",No,"Black,Offwhite",28x5xh32cm,600,700,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021223.jpg,https://images.hubsch-interior.com/images/021223.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
